Date,Total Equity,Cash,Invested Value,Active Positions,Holdings
2021-11-12,1284270.3996490831,978253.2424835559,306017.15716552734,10,"OLECTRA.NS: 84, TRIDENT.NS: 776, ATGL.NS: 17, CGPOWER.NS: 175, MAHSEAMLES.NS: 105, TRITURBINE.NS: 134, DBREALTY.NS: 593, ZEEL.NS: 83, ZENTEC.NS: 116, IEX.NS: 100"
2021-11-19,1285370.3873935994,979762.1747776326,305608.2126159668,10,"OLECTRA.NS: 84, TRIDENT.NS: 776, CGPOWER.NS: 175, MAHSEAMLES.NS: 105, ZEEL.NS: 83, IEX.NS: 100, TTML.NS: 312, JBMA.NS: 141, TATAPOWER.NS: 108, PGEL.NS: 484"
2021-11-26,1304949.6319179195,979109.3819636959,325840.24995422363,10,"OLECTRA.NS: 84, TRIDENT.NS: 776, CGPOWER.NS: 175, ZEEL.NS: 83, TTML.NS: 312, JBMA.NS: 141, PGEL.NS: 484, IDEA.NS: 2304, CENTURYPLY.NS: 39, SOLARINDS.NS: 9"
2021-12-03,1319426.1371039283,988220.1962317359,331205.9408721924,10,"OLECTRA.NS: 84, CGPOWER.NS: 175, ZEEL.NS: 83, TTML.NS: 312, JBMA.NS: 141, PGEL.NS: 484, IDEA.NS: 2304, SOLARINDS.NS: 9, BSE.NS: 125, KEI.NS: 21"
2021-12-10,1334007.7478515925,1032041.3102752985,301966.43757629395,10,"CGPOWER.NS: 175, TTML.NS: 312, JBMA.NS: 141, PGEL.NS: 484, IDEA.NS: 2304, BSE.NS: 125, TRIDENT.NS: 478, MAHSEAMLES.NS: 102, DEVYANI.NS: 132, ELGIEQUIP.NS: 82"
2021-12-17,1338047.3044538046,1042051.9210767294,295995.3833770752,10,"CGPOWER.NS: 175, TTML.NS: 312, JBMA.NS: 141, PGEL.NS: 484, TRIDENT.NS: 478, DEVYANI.NS: 132, ELGIEQUIP.NS: 82, OLECTRA.NS: 28, KPITTECH.NS: 53, HOMEFIRST.NS: 30"
2021-12-24,1332062.1276266319,1332062.1276266319,0.0,0,None (Parked in Cash/Gold)
2021-12-31,1333722.6434295636,1333722.6434295636,0.0,0,None (Parked in Cash/Gold)
2022-01-07,1335385.2291905512,1335385.2291905512,0.0,0,None (Parked in Cash/Gold)
2022-01-14,1337049.887489953,1088350.419574418,248699.46791553497,10,"JBMA.NS: 83, KPITTECH.NS: 37, JPPOWER.NS: 2525, POONAWALLA.NS: 86, ELGIEQUIP.NS: 70, PGEL.NS: 302, SUZLON.NS: 2231, JWL.NS: 467, KPRMILL.NS: 33, TRIDENT.NS: 403"
2022-01-21,1333240.5074876251,1087452.312324852,245788.19516277313,10,"JBMA.NS: 83, KPITTECH.NS: 37, JPPOWER.NS: 2525, POONAWALLA.NS: 86, ELGIEQUIP.NS: 70, SUZLON.NS: 2231, JWL.NS: 467, KPRMILL.NS: 33, TRIDENT.NS: 403, DBREALTY.NS: 337"
2022-01-28,1321906.0040531198,1321906.0040531198,0.0,0,None (Parked in Cash/Gold)
2022-02-04,1323553.85948283,1323553.85948283,0.0,0,None (Parked in Cash/Gold)
2022-02-11,1325203.7690884867,1325203.7690884867,0.0,0,None (Parked in Cash/Gold)
2022-02-18,1326855.735430775,1326855.735430775,0.0,0,None (Parked in Cash/Gold)
2022-02-25,1328509.7610735723,1328509.7610735723,0.0,0,None (Parked in Cash/Gold)
2022-03-04,1330165.8485839518,1330165.8485839518,0.0,0,None (Parked in Cash/Gold)
2022-03-11,1331824.0005321866,1331824.0005321866,0.0,0,None (Parked in Cash/Gold)
2022-03-18,1333484.2194917542,1085698.3937929017,247785.82569885254,10,"GMDCLTD.NS: 170, RHIM.NS: 43, BDL.NS: 85, GPIL.NS: 67, BALRAMCHIN.NS: 53, GRAVITA.NS: 71, BSE.NS: 83, TRIVENI.NS: 80, CHOLAFIN.NS: 34, HSCL.NS: 417"
2022-03-25,1338424.3236185962,1085806.7318674976,252617.59175109863,10,"GMDCLTD.NS: 170, RHIM.NS: 43, BDL.NS: 85, GPIL.NS: 67, BALRAMCHIN.NS: 53, TRIVENI.NS: 80, CHOLAFIN.NS: 34, HSCL.NS: 417, TATAELXSI.NS: 3, SARDAEN.NS: 222"
2022-04-01,1346967.7901300795,1346967.7901300795,0.0,0,None (Parked in Cash/Gold)
2022-04-08,1348646.8869643512,1348646.8869643512,0.0,0,None (Parked in Cash/Gold)
2022-04-15,1350328.0769193342,1350328.0769193342,0.0,0,None (Parked in Cash/Gold)
2022-04-22,1352011.3626042611,1352011.3626042611,0.0,0,None (Parked in Cash/Gold)
2022-04-29,1353696.7466316172,1353696.7466316172,0.0,0,None (Parked in Cash/Gold)
2022-05-06,1355384.2316171443,1355384.2316171443,0.0,0,None (Parked in Cash/Gold)
2022-05-13,1357073.8201798452,1357073.8201798452,0.0,0,None (Parked in Cash/Gold)
2022-05-20,1358765.514941987,1358765.514941987,0.0,0,None (Parked in Cash/Gold)
2022-05-27,1360459.3185291067,1360459.3185291067,0.0,0,None (Parked in Cash/Gold)
2022-06-03,1362155.2335700127,1113893.754924688,248261.4786453247,10,"MRPL.NS: 294, BDL.NS: 64, BLS.NS: 277, CREDITACC.NS: 23, WELCORP.NS: 117, ELECON.NS: 220, M&M.NS: 25, HAL.NS: 27, M&MFIN.NS: 145, JWL.NS: 440"
2022-06-10,1379855.0889917677,1115080.368662483,264774.72032928467,10,"MRPL.NS: 294, BDL.NS: 64, BLS.NS: 277, CREDITACC.NS: 23, WELCORP.NS: 117, ELECON.NS: 220, M&M.NS: 25, HAL.NS: 27, JWL.NS: 440, CHENNPETRO.NS: 78"
2022-06-17,1365001.1135049497,1365001.1135049497,0.0,0,None (Parked in Cash/Gold)
2022-06-24,1366702.6902354832,1366702.6902354832,0.0,0,None (Parked in Cash/Gold)
2022-07-01,1368406.3881096123,1368406.3881096123,0.0,0,None (Parked in Cash/Gold)
2022-07-08,1370112.2097715023,1370112.2097715023,0.0,0,None (Parked in Cash/Gold)
2022-07-15,1371820.1578686147,1371820.1578686147,0.0,0,None (Parked in Cash/Gold)
2022-07-22,1373530.235051711,1373530.235051711,0.0,0,None (Parked in Cash/Gold)
2022-07-29,1375242.4439748577,1128811.4347661785,246431.0092086792,10,"ELECON.NS: 139, APARINDS.NS: 23, TIMKEN.NS: 8, TVSMOTOR.NS: 27, BLS.NS: 210, ASAHIINDIA.NS: 42, SKFINDIA.NS: 6, KARURVYSYA.NS: 529, CGPOWER.NS: 112, M&M.NS: 22"
2022-08-05,1381828.3693273847,1131328.9849088972,250499.38441848755,10,"ELECON.NS: 139, APARINDS.NS: 23, TIMKEN.NS: 8, TVSMOTOR.NS: 27, BLS.NS: 210, ASAHIINDIA.NS: 42, KARURVYSYA.NS: 529, M&M.NS: 22, ELGIEQUIP.NS: 59, HSCL.NS: 268"
2022-08-12,1385990.7057085505,1132932.7525454035,253057.95316314697,10,"ELECON.NS: 139, APARINDS.NS: 23, TIMKEN.NS: 8, TVSMOTOR.NS: 27, KARURVYSYA.NS: 529, M&M.NS: 22, HSCL.NS: 268, DEEPAKFERT.NS: 30, VBL.NS: 122, SCHAEFFLER.NS: 8"
2022-08-19,1387097.7822775187,1138869.4066595377,248228.37561798096,10,"ELECON.NS: 139, APARINDS.NS: 23, TIMKEN.NS: 8, KARURVYSYA.NS: 529, HSCL.NS: 268, DEEPAKFERT.NS: 30, VBL.NS: 122, ATGL.NS: 7, NAVA.NS: 209, ADANIENT.NS: 7"
2022-08-26,1396804.9164757614,1137210.378427971,259594.53804779053,10,"ELECON.NS: 139, APARINDS.NS: 23, KARURVYSYA.NS: 529, HSCL.NS: 268, DEEPAKFERT.NS: 30, VBL.NS: 122, ATGL.NS: 7, ADANIENT.NS: 7, TITAGARH.NS: 158, ANANTRAJ.NS: 307"
2022-09-02,1401762.6185528317,1139112.3972507992,262650.22130203247,10,"APARINDS.NS: 23, KARURVYSYA.NS: 529, HSCL.NS: 268, ATGL.NS: 7, ADANIENT.NS: 7, TITAGARH.NS: 158, ANANTRAJ.NS: 307, RELINFRA.NS: 139, CAMPUS.NS: 50, KIRLOSENG.NS: 114"
2022-09-09,1405135.3777740058,1141175.482975727,263959.8947982788,10,"KARURVYSYA.NS: 529, HSCL.NS: 268, ATGL.NS: 7, ADANIENT.NS: 7, ANANTRAJ.NS: 307, CAMPUS.NS: 50, KIRLOSENG.NS: 114, TIINDIA.NS: 9, MAZDOCK.NS: 123, DATAPATTNS.NS: 21"
2022-09-16,1411963.9949541187,1142540.1964159107,269423.798538208,10,"KARURVYSYA.NS: 529, HSCL.NS: 268, ADANIENT.NS: 7, ANANTRAJ.NS: 307, CAMPUS.NS: 50, KIRLOSENG.NS: 114, TIINDIA.NS: 9, MAZDOCK.NS: 123, DATAPATTNS.NS: 21, TATAINVEST.NS: 92"
2022-09-23,1414067.7869775388,1140718.5560815427,273349.2308959961,10,"KARURVYSYA.NS: 529, HSCL.NS: 268, ADANIENT.NS: 7, ANANTRAJ.NS: 307, CAMPUS.NS: 50, KIRLOSENG.NS: 114, TIINDIA.NS: 9, MAZDOCK.NS: 123, DATAPATTNS.NS: 21, DBREALTY.NS: 199"
2022-09-30,1411351.9911724336,1138689.3586155183,272662.6325569153,10,"KARURVYSYA.NS: 529, HSCL.NS: 268, ADANIENT.NS: 7, ANANTRAJ.NS: 307, CAMPUS.NS: 50, KIRLOSENG.NS: 114, TIINDIA.NS: 9, MAZDOCK.NS: 123, DATAPATTNS.NS: 21, TARIL.NS: 838"
2022-10-07,1428360.669024148,1141477.925161996,286882.7438621521,10,"KARURVYSYA.NS: 529, ANANTRAJ.NS: 307, CAMPUS.NS: 50, KIRLOSENG.NS: 114, MAZDOCK.NS: 123, DATAPATTNS.NS: 21, TARIL.NS: 838, INOXWIND.NS: 658, SCHNEIDER.NS: 131, COCHINSHIP.NS: 100"
2022-10-14,1425197.2098635363,1140116.8840426134,285080.32582092285,10,"KARURVYSYA.NS: 529, ANANTRAJ.NS: 307, CAMPUS.NS: 50, KIRLOSENG.NS: 114, MAZDOCK.NS: 123, DATAPATTNS.NS: 21, INOXWIND.NS: 658, SCHNEIDER.NS: 131, COCHINSHIP.NS: 100, GRSE.NS: 55"
2022-10-21,1430862.3750045502,1142447.0530593598,288415.32194519043,10,"KARURVYSYA.NS: 529, ANANTRAJ.NS: 307, CAMPUS.NS: 50, MAZDOCK.NS: 123, DATAPATTNS.NS: 21, INOXWIND.NS: 658, COCHINSHIP.NS: 100, GRSE.NS: 55, TARIL.NS: 929, TRITURBINE.NS: 88"
2022-10-28,1443734.059416904,1146814.1919394871,296919.867477417,10,"KARURVYSYA.NS: 529, ANANTRAJ.NS: 307, MAZDOCK.NS: 123, DATAPATTNS.NS: 21, INOXWIND.NS: 658, COCHINSHIP.NS: 100, GRSE.NS: 55, TARIL.NS: 929, TRITURBINE.NS: 88, KALYANKJIL.NS: 240"
2022-11-04,1459992.3577645544,1148243.7822335486,311748.57553100586,10,"KARURVYSYA.NS: 529, ANANTRAJ.NS: 307, MAZDOCK.NS: 123, DATAPATTNS.NS: 21, INOXWIND.NS: 658, COCHINSHIP.NS: 100, GRSE.NS: 55, TARIL.NS: 929, TRITURBINE.NS: 88, KALYANKJIL.NS: 240"
2022-11-11,1454779.13840525,1145346.8660263284,309432.2723789215,10,"KARURVYSYA.NS: 529, ANANTRAJ.NS: 307, MAZDOCK.NS: 123, DATAPATTNS.NS: 21, COCHINSHIP.NS: 100, TARIL.NS: 929, TRITURBINE.NS: 88, KALYANKJIL.NS: 240, UNIONBANK.NS: 410, RVNL.NS: 507"
2022-11-18,1463828.3542083509,1146152.7846931226,317675.5695152283,10,"KARURVYSYA.NS: 529, ANANTRAJ.NS: 307, MAZDOCK.NS: 123, DATAPATTNS.NS: 21, COCHINSHIP.NS: 100, TRITURBINE.NS: 88, UNIONBANK.NS: 410, RVNL.NS: 507, KIRLOSENG.NS: 72, GRSE.NS: 53"
2022-11-25,1467542.3337726383,1153420.541803339,314121.7919692993,10,"KARURVYSYA.NS: 529, MAZDOCK.NS: 123, COCHINSHIP.NS: 100, UNIONBANK.NS: 410, RVNL.NS: 507, GRSE.NS: 53, UCOBANK.NS: 1227, BANKINDIA.NS: 332, BLS.NS: 140, IRFC.NS: 829"
2022-12-02,1479963.0157828948,1154858.3674102447,325104.64837265015,10,"KARURVYSYA.NS: 529, MAZDOCK.NS: 123, COCHINSHIP.NS: 100, UNIONBANK.NS: 410, RVNL.NS: 507, GRSE.NS: 53, UCOBANK.NS: 1227, BANKINDIA.NS: 332, BLS.NS: 140, IRFC.NS: 829"
2022-12-09,1484170.343166999,1165116.8604094307,319053.48275756836,10,"KARURVYSYA.NS: 529, MAZDOCK.NS: 123, COCHINSHIP.NS: 100, UNIONBANK.NS: 410, GRSE.NS: 53, UCOBANK.NS: 1227, BANKINDIA.NS: 332, J&KBANK.NS: 467, GODFRYPHLP.NS: 40, CENTRALBK.NS: 769"
2022-12-16,1498218.8858006943,1198005.1972058762,300213.6885948181,10,"MAZDOCK.NS: 123, COCHINSHIP.NS: 100, UCOBANK.NS: 1227, J&KBANK.NS: 467, GODFRYPHLP.NS: 40, CENTRALBK.NS: 769, FACT.NS: 93, IOB.NS: 748, MAHABANK.NS: 862, JSL.NS: 118"
2022-12-23,1451316.4208873333,1203655.472996098,247660.94789123535,10,"JSL.NS: 118, INDIANB.NS: 99, APARINDS.NS: 15, JINDALSTEL.NS: 48, MCX.NS: 82, PFC.NS: 276, JWL.NS: 289, JBMA.NS: 108, VBL.NS: 97, SWANCORP.NS: 91"
2022-12-30,1472191.9063898372,1219110.5764795588,253081.32991027832,10,"JSL.NS: 118, INDIANB.NS: 99, FACT.NS: 67, J&KBANK.NS: 461, IOB.NS: 778, GODFRYPHLP.NS: 39, IRFC.NS: 810, PNB.NS: 467, RBLBANK.NS: 141, IRCON.NS: 452"
2023-01-06,1472114.9995142487,1218638.8753687409,253476.1241455078,10,"JSL.NS: 118, INDIANB.NS: 99, FACT.NS: 67, GODFRYPHLP.NS: 39, IRFC.NS: 810, PNB.NS: 467, RBLBANK.NS: 141, BANKINDIA.NS: 291, RVNL.NS: 358, PFC.NS: 232"
2023-01-13,1473649.5724110422,1217767.882317048,255881.69009399414,10,"JSL.NS: 118, GODFRYPHLP.NS: 39, IRFC.NS: 810, PNB.NS: 467, RBLBANK.NS: 141, BANKINDIA.NS: 291, RVNL.NS: 358, PFC.NS: 232, J&KBANK.NS: 460, MAHABANK.NS: 880"
2023-01-20,1470215.4445438809,1215128.5438557095,255086.9006881714,10,"JSL.NS: 118, IRFC.NS: 810, PNB.NS: 467, RVNL.NS: 358, PFC.NS: 232, MAHABANK.NS: 880, SWANCORP.NS: 69, GPIL.NS: 62, USHAMART.NS: 127, JINDALSAW.NS: 440"
2023-01-27,1455222.6785161975,1204494.083713341,250728.59480285645,10,"JSL.NS: 118, RVNL.NS: 358, SWANCORP.NS: 69, GPIL.NS: 62, JINDALSAW.NS: 440, JWL.NS: 223, TITAGARH.NS: 115, GRAVITA.NS: 51, JBMA.NS: 95, SARDAEN.NS: 237"
2023-02-03,1452094.2768845086,1452094.2768845086,0.0,0,None (Parked in Cash/Gold)
2023-02-10,1453904.4218050083,1453904.4218050083,0.0,0,None (Parked in Cash/Gold)
2023-02-17,1455716.8232075323,1455716.8232075323,0.0,0,None (Parked in Cash/Gold)
2023-02-24,1457531.4839049554,1457531.4839049554,0.0,0,None (Parked in Cash/Gold)
2023-03-03,1459348.406713659,1459348.406713659,0.0,0,None (Parked in Cash/Gold)
2023-03-10,1461167.5944535348,1461167.5944535348,0.0,0,None (Parked in Cash/Gold)
2023-03-17,1462989.0499479906,1462989.0499479906,0.0,0,None (Parked in Cash/Gold)
2023-03-24,1464812.7760239532,1464812.7760239532,0.0,0,None (Parked in Cash/Gold)
