Date,Action,Ticker,Shares,Price,Total Value
2021-11-05,BUY,ZEEL.NS,1136,298.1,338671.97
2021-11-05,BUY,SOBHA.NS,361,938.73,338914.51
2021-11-12,SELL,MPHASIS.NS,113,3069.48,346816.88
2021-11-12,SELL,USHAMART.NS,3902,92.0,358944.32
2021-11-12,BUY,ZENTEC.NS,1645,214.87,353489.38
2021-11-12,BUY,IEX.NS,1424,248.12,353356.86
2021-11-19,SELL,TRITURBINE.NS,1928,175.77,338856.59
2021-11-19,SELL,GMRAIRPORT.NS,8855,35.36,313094.26
2021-11-19,SELL,CANBK.NS,8625,38.39,331080.24
2021-11-19,SELL,ZENTEC.NS,1645,211.57,348005.46
2021-11-19,BUY,TTML.NS,4423,80.05,354096.57
2021-11-19,BUY,JBMA.NS,1998,177.16,354008.22
2021-11-19,BUY,TATAPOWER.NS,1535,230.62,354030.07
2021-11-26,SELL,TATAELXSI.NS,56,5643.95,316029.36
2021-11-26,SELL,SOBHA.NS,361,816.18,294610.61
2021-11-26,SELL,IEX.NS,1424,235.54,335379.12
2021-11-26,SELL,TATAPOWER.NS,1535,221.13,339403.8
2021-11-26,BUY,IDEA.NS,33515,10.85,363674.13
2021-11-26,BUY,PGEL.NS,6406,56.76,363618.28
2021-11-26,BUY,SOLARINDS.NS,134,2712.37,363494.43
2021-11-26,BUY,KPRMILL.NS,724,501.73,363292.28
2021-12-03,SELL,TRIDENT.NS,10658,42.67,454708.6
2021-12-03,SELL,ATGL.NS,234,1590.97,372250.92
2021-12-03,BUY,BSE.NS,1896,199.25,377814.22
2021-12-03,BUY,KEI.NS,322,1171.12,377138.35
2021-12-10,SELL,OLECTRA.NS,829,774.72,642176.96
2021-12-10,SELL,LTTS.NS,71,5123.56,363736.11
2021-12-10,SELL,KPRMILL.NS,724,508.84,368360.84
2021-12-10,BUY,TRIDENT.NS,7497,52.27,391920.19
2021-12-10,BUY,DEVYANI.NS,2077,188.6,391761.38
2021-12-10,BUY,ELGIEQUIP.NS,1288,304.24,391894.4
2021-12-17,SELL,BRIGADE.NS,704,450.5,317123.68
2021-12-17,SELL,IDEA.NS,33515,14.05,470838.67
2021-12-17,SELL,SOLARINDS.NS,134,2534.65,339609.48
2021-12-17,SELL,BSE.NS,1896,207.81,393974.43
2021-12-17,BUY,OLECTRA.NS,449,864.89,388372.78
2021-12-17,BUY,KPITTECH.NS,825,470.93,388558.46
2021-12-17,BUY,HOMEFIRST.NS,475,817.22,388216.88
2021-12-17,BUY,UNOMINDA.NS,750,518.34,388797.05
2021-12-24,SELL,ZEEL.NS,1136,318.91,362240.51
2021-12-24,SELL,TTML.NS,4423,161.8,715569.85
2021-12-24,SELL,DEVYANI.NS,2077,167.6,348070.4
2021-12-24,SELL,ELGIEQUIP.NS,1288,283.81,365508.6
2021-12-24,SELL,OLECTRA.NS,449,794.94,356891.66
2021-12-24,BUY,MINDACORP.NS,2338,164.73,385175.53
2021-12-24,BUY,SAREGAMA.NS,815,472.18,384868.31
2021-12-24,BUY,KPRMILL.NS,639,602.34,384931.43
2021-12-24,BUY,WELCORP.NS,2363,162.98,385162.15
2021-12-24,BUY,JWL.NS,8991,42.84,385206.1
2021-12-24,BUY,JPPOWER.NS,68781,5.6,385212.11
2021-12-31,SELL,KEI.NS,322,1159.55,373339.27
2021-12-31,SELL,HOMEFIRST.NS,475,765.92,363776.31
2021-12-31,BUY,TTML.NS,1965,206.35,405518.31
2021-12-31,BUY,ELGIEQUIP.NS,1374,295.16,405585.87
2022-01-14,SELL,SAREGAMA.NS,815,487.6,397353.15
2022-01-14,SELL,TTML.NS,1965,248.85,488941.36
2022-01-14,BUY,POONAWALLA.NS,1612,289.24,466307.89
2022-01-14,BUY,SUZLON.NS,41637,11.2,466473.08
2022-01-21,SELL,CGPOWER.NS,2354,174.7,411202.85
2022-01-21,SELL,PGEL.NS,6406,75.28,482177.9
2022-01-21,SELL,UNOMINDA.NS,750,544.42,408271.27
2022-01-21,BUY,ADANIGREEN.NS,235,1934.55,454664.72
2022-01-21,BUY,DEVYANI.NS,2491,183.15,456272.26
2022-01-28,SELL,TRIDENT.NS,7497,57.72,432673.63
2022-01-28,SELL,KPITTECH.NS,825,625.24,515769.55
2022-01-28,SELL,KPRMILL.NS,639,642.99,410828.54
2022-01-28,SELL,JWL.NS,8991,49.29,443143.93
2022-01-28,SELL,JPPOWER.NS,68781,9.1,625844.54
2022-01-28,SELL,ELGIEQUIP.NS,1374,308.58,423942.98
2022-01-28,SELL,SUZLON.NS,41637,10.47,435797.5
2022-01-28,SELL,DEVYANI.NS,2491,167.6,417449.87
2022-01-28,BUY,GMDCLTD.NS,4056,106.95,433823.78
2022-01-28,BUY,GRAVITA.NS,1345,322.52,433837.24
2022-01-28,BUY,PGEL.NS,5699,76.13,433888.89
2022-01-28,BUY,POWERINDIA.NS,134,3214.55,430792.52
2022-01-28,BUY,THERMAX.NS,224,1930.76,432534.42
2022-01-28,BUY,DEEPAKFERT.NS,834,520.2,433890.75
2022-01-28,BUY,ASAHIINDIA.NS,770,563.02,433566.93
2022-01-28,BUY,SWANCORP.NS,2607,166.41,433875.73
2022-01-28,BUY,MMTC.NS,7803,55.6,433890.17
2022-02-04,SELL,PGEL.NS,5699,75.08,427823.4
2022-02-04,BUY,ELGIEQUIP.NS,1101,407.36,448545.67
2022-02-11,SELL,JBMA.NS,1998,283.65,566669.37
2022-02-11,SELL,WELCORP.NS,2363,163.64,386651.05
2022-02-11,SELL,POONAWALLA.NS,1612,251.07,404690.26
2022-02-11,SELL,POWERINDIA.NS,134,2817.96,377568.22
2022-02-11,SELL,THERMAX.NS,224,1832.22,410376.92
2022-02-11,SELL,DEEPAKFERT.NS,834,538.17,448793.06
2022-02-11,SELL,ASAHIINDIA.NS,770,529.07,407345.89
2022-02-11,SELL,MMTC.NS,7803,50.75,395962.65
2022-02-11,BUY,BSE.NS,1765,241.05,425487.42
2022-02-11,BUY,RHIM.NS,890,478.0,425463.3
2022-02-11,BUY,FLUOROCHEM.NS,147,2882.87,423824.97
2022-02-11,BUY,TARIL.NS,21025,20.24,425622.28
2022-02-11,BUY,IRB.NS,30333,14.03,425621.97
2022-02-11,BUY,BALRAMCHIN.NS,1023,415.7,425298.92
2022-02-11,BUY,HSCL.NS,6926,61.44,425601.51
2022-02-11,BUY,CREDITACC.NS,562,756.2,425028.93
2022-02-18,SELL,FLUOROCHEM.NS,147,2699.2,396742.18
2022-02-18,SELL,TARIL.NS,21025,19.17,402946.92
2022-02-18,SELL,IRB.NS,30333,12.51,379324.77
2022-02-18,SELL,BALRAMCHIN.NS,1023,390.44,399375.4
2022-02-18,SELL,HSCL.NS,6926,55.23,382517.56
2022-02-18,BUY,VTL.NS,829,503.57,417503.64
2022-02-18,BUY,ADANIPOWER.NS,15876,26.32,417898.1
2022-02-18,BUY,NATIONALUM.NS,4357,95.89,417832.64
2022-02-18,BUY,SCHAEFFLER.NS,235,1771.59,416366.14
2022-02-18,BUY,SAPPHIRE.NS,1476,283.07,417853.11
2022-02-25,SELL,ELGIEQUIP.NS,1101,323.43,356059.77
2022-02-25,SELL,BSE.NS,1765,207.22,365704.76
2022-02-25,SELL,VTL.NS,829,488.94,405291.56
2022-02-25,SELL,SAPPHIRE.NS,1476,259.03,382290.05
2022-02-25,BUY,HINDALCO.NS,765,518.81,396933.03
2022-02-25,BUY,BANKBARODA.NS,4194,94.68,397127.15
2022-02-25,BUY,CHOLAFIN.NS,584,679.01,396580.04
2022-02-25,BUY,SRF.NS,165,2395.62,395316.77
2022-03-04,SELL,MINDACORP.NS,2338,181.96,425370.29
2022-03-04,SELL,SWANCORP.NS,2607,160.57,418556.87
2022-03-04,SELL,CREDITACC.NS,562,676.24,380007.57
2022-03-04,SELL,BANKBARODA.NS,4194,89.14,373812.25
2022-03-04,SELL,SRF.NS,165,2207.37,364179.69
2022-03-04,BUY,DEEPAKFERT.NS,695,573.88,398889.2
2022-03-04,BUY,POWERINDIA.NS,111,3575.27,396894.98
2022-03-04,BUY,VTL.NS,775,515.23,399344.44
2022-03-04,BUY,GPIL.NS,1145,348.54,399121.47
2022-03-04,BUY,BALRAMCHIN.NS,975,409.47,399268.83
2022-03-11,SELL,DEEPAKFERT.NS,695,535.3,371995.65
2022-03-11,SELL,POWERINDIA.NS,111,3325.94,369142.79
2022-03-11,BUY,SARDAEN.NS,3825,105.86,404945.07
2022-03-18,SELL,SCHAEFFLER.NS,235,1693.89,398023.23
2022-03-18,SELL,VTL.NS,775,512.98,397517.84
2022-03-18,BUY,BDL.NS,1393,292.41,407362.38
2022-03-18,BUY,BSE.NS,1358,299.96,407392.08
2022-03-25,SELL,BSE.NS,1358,282.06,382993.87
2022-03-25,BUY,TATAELXSI.NS,51,8157.44,416070.89
2022-04-01,SELL,GRAVITA.NS,1345,328.7,442054.15
2022-04-01,SELL,BALRAMCHIN.NS,975,470.01,458215.63
2022-04-01,BUY,HSCL.NS,5644,76.59,432336.93
2022-04-01,BUY,LINDEINDIA.NS,113,3817.79,431453.06
2022-04-15,SELL,NATIONALUM.NS,4357,99.97,435525.64
2022-04-15,SELL,HINDALCO.NS,765,531.3,406405.15
2022-04-15,BUY,CREDITACC.NS,458,1028.0,470870.36
2022-04-15,BUY,SWANCORP.NS,1687,279.33,471280.26
2022-04-22,SELL,CHOLAFIN.NS,584,708.5,413722.3
2022-04-22,SELL,TATAELXSI.NS,51,8079.9,412033.91
2022-04-22,SELL,LINDEINDIA.NS,113,3435.94,388222.28
2022-04-22,BUY,CHENNPETRO.NS,2299,208.01,478265.11
2022-04-22,BUY,USHAMART.NS,3132,152.71,478325.72
2022-04-22,BUY,MRPL.NS,7107,67.3,478366.9
2022-04-29,SELL,GMDCLTD.NS,4056,166.64,675826.85
2022-04-29,SELL,GPIL.NS,1145,411.33,470925.28
2022-04-29,SELL,BDL.NS,1393,364.93,508302.94
2022-04-29,SELL,HSCL.NS,5644,68.84,388520.91
2022-04-29,BUY,BLS.NS,5352,88.87,475683.94
2022-04-29,BUY,ANGELONE.NS,2645,179.82,475668.41
2022-04-29,BUY,JINDALSTEL.NS,891,533.7,475577.31
2022-04-29,BUY,ADANIENT.NS,204,2327.85,474928.06
2022-05-06,SELL,RHIM.NS,890,549.69,489178.38
2022-05-06,SELL,SARDAEN.NS,3825,115.34,441149.23
2022-05-06,SELL,USHAMART.NS,3132,126.94,397546.63
2022-05-06,SELL,ANGELONE.NS,2645,134.0,354386.53
2022-05-06,SELL,JINDALSTEL.NS,891,497.88,443566.23
2022-05-06,BUY,SPLPETRO.NS,1057,431.91,456579.08
2022-05-06,BUY,ATGL.NS,187,2434.93,455378.07
2022-05-06,BUY,PATANJALI.NS,1283,355.94,456721.27
2022-05-06,BUY,SOLARINDS.NS,154,2964.82,456628.06
2022-05-13,SELL,ADANIGREEN.NS,235,2171.55,510263.23
2022-05-13,SELL,ADANIPOWER.NS,15876,50.93,808483.83
2022-05-13,SELL,CREDITACC.NS,458,920.6,421592.65
2022-05-13,SELL,SWANCORP.NS,1687,267.35,450967.05
2022-05-13,SELL,CHENNPETRO.NS,2299,236.59,543857.56
2022-05-13,SELL,MRPL.NS,7107,65.33,464224.56
2022-05-13,SELL,BLS.NS,5352,80.75,432126.33
2022-05-13,SELL,ADANIENT.NS,204,2050.49,418258.33
2022-05-13,SELL,ATGL.NS,187,2366.46,442483.71
2022-05-13,SELL,PATANJALI.NS,1283,318.32,408361.58
2022-05-13,BUY,GESHIP.NS,1276,325.2,414993.63
2022-05-13,BUY,POWERGRID.NS,2800,148.3,415275.34
2022-05-13,BUY,VBL.NS,2884,143.96,415226.23
2022-05-13,BUY,ITC.NS,1938,214.19,415142.3
2022-05-13,BUY,ELECON.NS,4571,90.83,415247.26
2022-05-13,BUY,CHALET.NS,1438,288.73,415235.45
2022-05-13,BUY,COROMANDEL.NS,486,853.73,414956.37
2022-05-13,BUY,COLPAL.NS,279,1483.17,413844.63
2022-05-13,BUY,HOMEFIRST.NS,550,753.85,414659.99
2022-05-13,BUY,POLYCAB.NS,167,2483.95,414861.78
2022-05-13,BUY,BLUEDART.NS,60,6887.62,413298.62
2022-05-13,BUY,ZYDUSWELL.NS,1327,312.93,415303.31
2022-05-13,BUY,MRF.NS,5,71577.76,357924.58
2022-05-20,SELL,HOMEFIRST.NS,550,746.98,410795.79
2022-05-20,SELL,POLYCAB.NS,167,2499.45,417366.32
2022-05-20,SELL,ZYDUSWELL.NS,1327,306.08,406133.6
2022-05-20,BUY,CHENNPETRO.NS,1428,299.19,427286.48
2022-05-20,BUY,ADANIPOWER.NS,6844,62.45,427450.55
2022-05-27,SELL,SPLPETRO.NS,1057,349.9,369803.15
2022-05-27,SELL,SOLARINDS.NS,154,2562.68,394612.49
2022-05-27,SELL,CHENNPETRO.NS,1428,244.53,349148.69
2022-05-27,BUY,BLS.NS,4401,93.45,411331.15
2022-05-27,BUY,ATGL.NS,167,2453.71,409810.95
2022-05-27,BUY,JWL.NS,7064,58.23,411360.95
2022-06-03,SELL,POWERGRID.NS,2800,141.83,397094.55
2022-06-03,SELL,CHALET.NS,1438,296.42,426211.64
2022-06-03,SELL,COLPAL.NS,279,1446.47,403524.05
2022-06-03,SELL,MRF.NS,5,75958.25,379753.27
2022-06-03,SELL,ADANIPOWER.NS,6844,56.82,388837.19
2022-06-03,SELL,ATGL.NS,167,2387.79,398720.37
2022-06-03,BUY,MRPL.NS,4969,83.12,413043.33
2022-06-03,BUY,BDL.NS,1064,388.1,412982.43
2022-06-03,BUY,CREDITACC.NS,385,1072.55,412971.18
2022-06-03,BUY,WELCORP.NS,1940,212.87,413016.67
2022-06-03,BUY,M&M.NS,416,992.37,412868.9
2022-06-03,BUY,HAL.NS,458,901.11,412749.84
2022-06-10,SELL,GESHIP.NS,1276,344.05,438962.4
2022-06-10,SELL,ITC.NS,1938,229.21,444169.24
2022-06-10,BUY,CHENNPETRO.NS,1358,316.07,429271.09
2022-06-10,BUY,NAVA.NS,4875,88.04,429243.73
2022-06-17,SELL,BLUEDART.NS,60,6443.12,386548.52
2022-06-17,SELL,JWL.NS,7064,52.07,367801.65
2022-06-17,SELL,MRPL.NS,4969,91.22,453202.86
2022-06-17,SELL,CREDITACC.NS,385,946.79,364478.58
2022-06-17,SELL,WELCORP.NS,1940,201.7,391257.18
2022-06-17,SELL,CHENNPETRO.NS,1358,283.57,385052.3
2022-06-17,SELL,NAVA.NS,4875,77.09,375782.29
2022-06-17,BUY,APARINDS.NS,458,883.48,404676.36
2022-06-17,BUY,ELGIEQUIP.NS,1057,382.93,404801.74
2022-06-17,BUY,AIAENG.NS,197,2053.54,404587.12
2022-06-17,BUY,TVSMOTOR.NS,556,728.04,404831.35
2022-06-17,BUY,AMBUJACEM.NS,1147,352.92,404837.84
2022-06-17,BUY,SCHAEFFLER.NS,189,2139.72,404446.68
2022-06-17,BUY,ASHOKLEY.NS,6705,60.41,405081.09
2022-06-24,SELL,BDL.NS,1064,355.11,377795.31
2022-06-24,BUY,ASAHIINDIA.NS,771,531.45,409785.17
2022-07-01,SELL,ELGIEQUIP.NS,1057,341.69,361125.06
2022-07-01,BUY,BLUEDART.NS,53,7703.63,408333.01
2022-07-08,SELL,HAL.NS,458,826.49,378494.06
2022-07-08,SELL,AMBUJACEM.NS,1147,363.88,417329.43
2022-07-08,BUY,CHOICEIN.NS,4278,100.1,428270.62
2022-07-22,SELL,SCHAEFFLER.NS,189,2404.01,454312.36
2022-07-22,BUY,TIMKEN.NS,163,2758.9,449746.29
2022-07-29,SELL,COROMANDEL.NS,486,1000.7,486292.64
2022-07-29,BUY,KARURVYSYA.NS,9803,47.2,462732.02
2022-08-05,SELL,ASHOKLEY.NS,6705,67.06,449565.62
2022-08-05,SELL,BLUEDART.NS,53,8759.96,464231.61
2022-08-05,BUY,ELGIEQUIP.NS,1121,422.04,473153.27
2022-08-05,BUY,HSCL.NS,5088,93.03,473408.31
2022-08-12,SELL,BLS.NS,4401,114.91,505653.35
2022-08-12,BUY,DEEPAKFERT.NS,577,829.02,478394.29
2022-08-19,SELL,CHOICEIN.NS,4278,108.11,462459.04
2022-08-19,BUY,ATGL.NS,140,3387.44,474288.71
2022-08-26,SELL,M&M.NS,416,1242.28,516737.27
2022-08-26,SELL,AIAENG.NS,197,2504.35,493308.07
2022-08-26,SELL,TIMKEN.NS,163,2924.96,476721.08
2022-08-26,BUY,TITAGARH.NS,3186,157.53,501927.59
2022-08-26,BUY,ANANTRAJ.NS,6166,81.39,501890.66
2022-08-26,BUY,ADANIENT.NS,160,3135.25,501690.09
2022-09-02,SELL,DEEPAKFERT.NS,577,833.24,480730.2
2022-09-02,BUY,KIRLOSENG.NS,2341,218.88,512455.44
2022-09-09,SELL,APARINDS.NS,458,1174.14,537702.91
2022-09-09,BUY,TIINDIA.NS,192,2733.55,524893.48
2022-09-16,SELL,TVSMOTOR.NS,556,1008.13,560465.72
2022-09-16,SELL,ASAHIINDIA.NS,771,600.31,462790.94
2022-09-16,SELL,ELGIEQUIP.NS,1121,483.88,542373.36
2022-09-16,SELL,TITAGARH.NS,3186,151.94,484029.62
2022-09-16,BUY,TATAINVEST.NS,1933,268.85,519739.62
2022-09-16,BUY,JKTYRE.NS,2928,177.48,519707.32
2022-09-16,BUY,MAZDOCK.NS,2518,206.38,519726.73
2022-09-16,BUY,DATAPATTNS.NS,442,1174.72,519279.71
2022-09-23,SELL,ELECON.NS,4571,173.12,791231.58
2022-09-23,SELL,TATAINVEST.NS,1933,236.18,456491.07
2022-09-23,BUY,TARIL.NS,20143,25.44,512478.07
2022-09-23,BUY,SCHNEIDER.NS,2883,177.7,512360.32
2022-09-23,BUY,CEATLTD.NS,340,1504.39,511545.33
2022-09-30,SELL,VBL.NS,2884,207.19,597464.42
2022-09-30,SELL,ATGL.NS,140,3336.44,467054.92
2022-09-30,SELL,JKTYRE.NS,2928,161.95,474141.59
2022-09-30,BUY,INOXWIND.NS,13929,36.9,514031.52
2022-09-30,BUY,INDIACEM.NS,1910,269.1,514032.41
2022-09-30,BUY,KALYANKJIL.NS,5380,95.52,513966.46
2022-10-07,SELL,HSCL.NS,5088,107.0,544369.52
2022-10-07,SELL,ADANIENT.NS,160,3273.11,523645.29
2022-10-07,BUY,COCHINSHIP.NS,2156,249.19,537301.22
2022-10-07,BUY,GRSE.NS,1421,377.95,537119.76
2022-10-14,SELL,TARIL.NS,20143,26.09,525461.8
2022-10-14,SELL,CEATLTD.NS,340,1457.08,495356.03
2022-10-14,SELL,INDIACEM.NS,1910,230.15,439542.53
2022-10-14,BUY,TRITURBINE.NS,2044,258.95,529347.69
2022-10-14,BUY,RITES.NS,3089,171.4,529510.21
2022-10-21,SELL,KIRLOSENG.NS,2341,248.26,581113.71
2022-10-21,SELL,SCHNEIDER.NS,2883,170.7,492078.88
2022-10-21,BUY,TARIL.NS,19903,26.89,535222.25
2022-10-21,BUY,IDFCFIRSTB.NS,9370,57.11,535202.92
2022-11-04,SELL,TIINDIA.NS,192,2872.8,551523.01
2022-11-04,BUY,KIRLOSENG.NS,2162,268.99,581615.83
2022-11-11,SELL,INOXWIND.NS,13929,32.15,447772.59
2022-11-11,SELL,GRSE.NS,1421,444.8,631992.76
2022-11-11,SELL,RITES.NS,3089,162.26,501170.34
2022-11-11,BUY,UNIONBANK.NS,9350,60.94,569870.61
2022-11-11,BUY,RVNL.NS,11574,49.23,569861.15
2022-11-11,BUY,NEULANDLAB.NS,320,1780.13,569699.5
2022-11-18,SELL,TARIL.NS,19903,27.71,551526.73
2022-11-18,BUY,GRSE.NS,1258,469.18,590291.87
2022-11-25,SELL,ANANTRAJ.NS,6166,103.16,636050.61
2022-11-25,SELL,IDFCFIRSTB.NS,9370,57.86,542099.78
2022-11-25,SELL,KIRLOSENG.NS,2162,303.85,656863.56
2022-11-25,BUY,UCOBANK.NS,29136,20.37,593635.67
2022-11-25,BUY,BANKINDIA.NS,7901,75.12,593619.45
2022-11-25,BUY,BLS.NS,3340,177.72,593646.46
2022-12-02,SELL,NEULANDLAB.NS,320,1695.79,542598.78
2022-12-02,BUY,IRFC.NS,18687,32.69,610873.29
2022-12-09,SELL,DATAPATTNS.NS,442,1264.91,559036.48
2022-12-09,SELL,RVNL.NS,11574,64.82,750195.01
2022-12-09,SELL,IRFC.NS,18687,29.42,549675.97
2022-12-09,BUY,J&KBANK.NS,11464,53.49,613311.99
2022-12-09,BUY,CENTRALBK.NS,18885,32.47,613336.47
2022-12-09,BUY,MAHABANK.NS,23895,25.67,613337.78
2022-12-16,SELL,UNIONBANK.NS,9350,77.22,721890.66
2022-12-16,SELL,GRSE.NS,1258,466.0,586172.6
2022-12-16,SELL,BANKINDIA.NS,7901,83.62,660614.25
2022-12-16,BUY,FACT.NS,2416,267.67,646747.46
2022-12-16,BUY,IOB.NS,19364,33.4,646822.31
2022-12-16,BUY,JSL.NS,3052,211.85,646642.19
2022-12-23,SELL,KARURVYSYA.NS,9803,82.15,805189.64
2022-12-23,SELL,MAZDOCK.NS,2518,340.85,858185.32
2022-12-23,SELL,KALYANKJIL.NS,5380,106.83,574694.87
2022-12-23,SELL,COCHINSHIP.NS,2156,238.41,513965.07
2022-12-23,SELL,TRITURBINE.NS,2044,246.97,504765.93
2022-12-23,SELL,UCOBANK.NS,29136,28.96,843795.29
2022-12-23,SELL,BLS.NS,3340,155.41,519018.47
2022-12-23,SELL,J&KBANK.NS,11464,44.56,510808.6
2022-12-23,SELL,CENTRALBK.NS,18885,28.8,543845.73
2022-12-23,SELL,MAHABANK.NS,23895,23.38,558635.83
2022-12-23,SELL,FACT.NS,2416,242.2,585098.52
2022-12-23,SELL,IOB.NS,19364,26.2,507286.08
2022-12-23,BUY,INDIANB.NS,2186,251.12,549000.37
2022-12-23,BUY,APARINDS.NS,339,1616.09,547910.36
2022-12-23,BUY,JINDALSTEL.NS,1054,520.55,548715.07
2022-12-23,BUY,MCX.NS,1805,304.12,548996.17
2022-12-23,BUY,PFC.NS,6080,90.32,549198.75
2022-12-23,BUY,JWL.NS,6358,86.37,549217.17
2022-12-23,BUY,JBMA.NS,2385,230.23,549161.93
2022-12-23,BUY,VBL.NS,2149,255.48,549082.23
2022-12-23,BUY,SWANCORP.NS,2000,274.55,549160.44
2022-12-23,BUY,AXISBANK.NS,607,904.2,548907.07
2022-12-23,BUY,M&MFIN.NS,2650,207.21,549156.29
2022-12-23,BUY,ABBOTINDIA.NS,26,20900.71,543472.93
2022-12-23,BUY,HINDZINC.NS,2217,247.64,549083.74
2022-12-30,SELL,VBL.NS,2149,262.42,563873.46
2022-12-30,SELL,M&MFIN.NS,2650,220.21,583494.08
2022-12-30,SELL,ABBOTINDIA.NS,26,20488.35,532643.82
2022-12-30,BUY,FACT.NS,1564,372.12,582057.07
2022-12-30,BUY,J&KBANK.NS,10749,54.16,582248.54
2022-12-30,BUY,IOB.NS,18138,32.1,582288.0
2023-01-06,SELL,MCX.NS,1805,284.23,512987.78
2023-01-06,SELL,JBMA.NS,2385,266.45,635419.15
2023-01-06,SELL,AXISBANK.NS,607,937.42,568955.03
2023-01-06,SELL,J&KBANK.NS,10749,52.87,568271.73
2023-01-06,SELL,IOB.NS,18138,30.95,561314.98
2023-01-06,BUY,BANKINDIA.NS,6865,85.82,589240.5
2023-01-06,BUY,RVNL.NS,8450,69.73,589298.02
2023-01-06,BUY,IRFC.NS,19019,30.98,589288.32
2023-01-06,BUY,PNB.NS,11017,53.48,589263.88
2023-01-06,BUY,NIACL.NS,4755,123.91,589253.64
2023-01-13,SELL,APARINDS.NS,339,1661.73,563270.05
2023-01-13,SELL,FACT.NS,1564,320.24,500810.32
2023-01-13,BUY,J&KBANK.NS,10952,54.31,594813.94
2023-01-13,BUY,MAHABANK.NS,20945,28.4,594850.37
2023-01-20,SELL,BANKINDIA.NS,6865,82.84,568634.21
2023-01-20,SELL,J&KBANK.NS,10952,52.73,577434.73
2023-01-20,BUY,GPIL.NS,1483,402.19,596509.73
2023-01-20,BUY,USHAMART.NS,3037,196.44,596643.54
2023-01-27,SELL,PFC.NS,6080,93.27,567003.03
2023-01-27,SELL,IRFC.NS,19019,29.65,563946.04
2023-01-27,SELL,PNB.NS,11017,48.17,530649.25
2023-01-27,SELL,NIACL.NS,4755,113.44,539369.16
2023-01-27,SELL,MAHABANK.NS,20945,24.86,520624.47
2023-01-27,SELL,USHAMART.NS,3037,176.07,534676.7
2023-01-27,BUY,JINDALSAW.NS,10002,56.62,566418.09
2023-01-27,BUY,TITAGARH.NS,2605,217.38,566341.12
2023-01-27,BUY,GRAVITA.NS,1165,485.88,566103.68
2023-01-27,BUY,JBMA.NS,2160,262.16,566327.97
2023-01-27,BUY,SARDAEN.NS,5382,105.22,566377.04
2023-01-27,BUY,PNBHOUSING.NS,1288,439.63,566294.88
2023-02-03,SELL,INDIANB.NS,2186,272.62,595886.38
2023-02-03,SELL,JWL.NS,6358,104.79,666187.18
2023-02-03,SELL,SWANCORP.NS,2000,272.6,545153.79
2023-02-03,SELL,TITAGARH.NS,2605,196.23,511138.24
2023-02-03,BUY,USHAMART.NS,3156,177.54,560363.0
2023-02-03,BUY,APARINDS.NS,296,1887.13,558645.69
2023-02-03,BUY,PERSISTENT.NS,235,2377.19,558695.16
2023-02-03,BUY,NEWGEN.NS,2618,214.0,560303.31
2023-02-10,SELL,JINDALSTEL.NS,1054,577.14,608247.7
2023-02-10,SELL,HINDZINC.NS,2217,271.02,600800.84
2023-02-10,SELL,RVNL.NS,8450,68.91,582267.85
2023-02-10,BUY,POLICYBZR.NS,1092,525.9,574340.25
2023-02-10,BUY,NAVA.NS,4890,117.51,574666.93
2023-02-10,BUY,M&MFIN.NS,2310,248.79,574763.48
2023-02-17,SELL,GPIL.NS,1483,358.11,531019.52
2023-02-17,BUY,PGEL.NS,4374,132.34,578906.49
2023-02-24,SELL,GRAVITA.NS,1165,467.75,544868.46
2023-02-24,SELL,USHAMART.NS,3156,176.12,555781.29
2023-02-24,SELL,NAVA.NS,4890,115.18,563185.22
2023-02-24,BUY,ZENTEC.NS,2185,266.35,582034.96
2023-02-24,BUY,ZENSARTECH.NS,2075,280.43,581947.95
2023-02-24,BUY,LINDEINDIA.NS,151,3849.1,581272.79
2023-03-03,SELL,M&MFIN.NS,2310,238.37,550582.94
2023-03-03,SELL,ZENSARTECH.NS,2075,259.03,537435.97
2023-03-03,BUY,FINCABLES.NS,767,759.35,582478.6
2023-03-17,SELL,JINDALSAW.NS,10002,75.18,751835.19
2023-03-17,SELL,SARDAEN.NS,5382,107.52,578628.8
2023-03-17,SELL,PNBHOUSING.NS,1288,418.9,539490.93
2023-03-17,BUY,USHAMART.NS,2851,206.21,587954.21
2023-03-17,BUY,SONATSOFTW.NS,1534,383.15,587805.53
2023-03-17,BUY,KAYNES.NS,621,945.4,587152.12
2023-03-17,BUY,ZENSARTECH.NS,2203,266.87,587971.17
2023-03-24,SELL,PERSISTENT.NS,235,2119.33,497992.36
2023-03-24,SELL,ZENSARTECH.NS,2203,255.23,562221.0
2023-03-24,BUY,ACE.NS,1547,375.47,580911.97
2023-04-14,SELL,JSL.NS,3052,261.46,797901.03
2023-04-14,BUY,ANURAS.NS,621,985.64,612141.72
2023-04-14,BUY,JINDALSAW.NS,7713,79.35,612106.63
2023-04-21,SELL,LINDEINDIA.NS,151,3881.02,585975.27
2023-04-21,SELL,USHAMART.NS,2851,211.97,604266.0
2023-04-21,BUY,TITAGARH.NS,1855,331.96,615850.31
2023-04-21,BUY,OLECTRA.NS,908,678.15,615825.84
2023-04-28,SELL,NEWGEN.NS,2618,246.98,646518.14
2023-04-28,SELL,ZENTEC.NS,2185,290.3,634235.64
2023-04-28,BUY,GVT&D.NS,3554,175.67,624387.8
2023-04-28,BUY,RVNL.NS,5889,106.01,624361.67
