Date,Action,Ticker,Shares,Price,Total Value
2020-04-17,SELL,AJANTPHARM.NS,79,847.75,66965.73
2020-04-17,SELL,GRANULES.NS,420,163.21,68540.6
2020-04-17,SELL,DMART.NS,29,2212.1,64144.49
2020-04-17,BUY,DIVISLAB.NS,30,2262.32,67876.4
2020-04-17,BUY,JBCHEPHARM.NS,269,254.64,68505.03
2020-04-17,BUY,AUROPHARMA.NS,131,524.45,68709.96
2020-04-17,BUY,ALKEM.NS,27,2521.14,68077.6
2020-05-01,SELL,HINDUNILVR.NS,32,1983.48,63464.86
2020-05-01,BUY,PATANJALI.NS,519,134.48,69804.66
2020-05-08,SELL,NAVINFLUOR.NS,46,1407.94,64758.74
2020-05-08,BUY,DEEPAKNTR.NS,136,522.62,71083.98
2020-05-15,SELL,ALKEM.NS,27,2328.0,62849.69
2020-05-15,BUY,NAVINFLUOR.NS,49,1476.67,72364.1
2020-05-22,SELL,ABBOTINDIA.NS,4,15069.14,60270.53
2020-05-22,SELL,PATANJALI.NS,519,187.28,97188.87
2020-05-22,SELL,DEEPAKNTR.NS,136,485.51,66023.43
2020-05-22,BUY,IDEA.NS,13413,5.5,73778.88
2020-05-22,BUY,TATACOMM.NS,159,462.58,73557.29
2020-05-22,BUY,LUPIN.NS,85,863.65,73417.32
2020-05-29,SELL,IPCALAB.NS,93,733.68,68225.44
2020-05-29,BUY,ADANIGREEN.NS,300,248.6,74587.46
2020-06-05,SELL,GOLDBEES.NS,1916,41.19,78912.15
2020-06-05,BUY,PATANJALI.NS,338,237.78,80378.87
2020-06-12,SELL,DIVISLAB.NS,30,2323.34,69693.11
2020-06-12,SELL,NAVINFLUOR.NS,49,1536.87,75298.9
2020-06-12,SELL,IDEA.NS,13413,10.15,136128.33
2020-06-12,BUY,SUZLON.NS,20045,4.13,82833.46
2020-06-12,BUY,GLENMARK.NS,209,394.67,82494.49
2020-06-12,BUY,RPOWER.NS,31857,2.6,82836.48
2020-06-19,SELL,INDIACEM.NS,664,128.35,85215.11
2020-06-19,SELL,ZYDUSLIFE.NS,238,349.19,83099.12
2020-06-19,SELL,BIOCON.NS,219,377.41,82643.86
2020-06-19,SELL,JBCHEPHARM.NS,269,337.41,90754.05
2020-06-19,SELL,LUPIN.NS,85,884.64,75186.83
2020-06-19,BUY,JPPOWER.NS,55220,1.6,88360.84
2020-06-19,BUY,JUBLPHARMA.NS,190,464.14,88195.15
2020-06-19,BUY,INTELLECT.NS,738,119.58,88255.67
2020-06-19,BUY,EIDPARRY.NS,350,252.08,88237.7
2020-06-19,BUY,SAMMAANCAP.NS,517,170.76,88289.62
2020-06-26,SELL,DRREDDY.NS,104,770.01,80073.39
2020-06-26,SELL,CIPLA.NS,146,611.54,89275.25
2020-06-26,SELL,ADANIGREEN.NS,300,397.55,119253.07
2020-06-26,SELL,GLENMARK.NS,209,456.09,95313.82
2020-06-26,SELL,INTELLECT.NS,738,107.38,79240.06
2020-06-26,BUY,TARIL.NS,13584,6.95,94379.09
2020-06-26,BUY,INOXWIND.NS,9252,10.2,94379.84
2020-06-26,BUY,TTML.NS,22470,4.2,94383.43
2020-06-26,BUY,IFCI.NS,11235,8.4,94383.43
2020-06-26,BUY,BLS.NS,5703,16.55,94373.18
2020-07-03,SELL,PATANJALI.NS,338,382.43,129248.68
2020-07-03,SELL,TARIL.NS,13584,5.77,78407.24
2020-07-03,BUY,IDBI.NS,1934,48.27,93354.88
2020-07-03,BUY,JINDALSTEL.NS,616,151.56,93369.11
2020-07-10,SELL,SUZLON.NS,20045,4.73,94779.33
2020-07-10,SELL,RPOWER.NS,31857,3.9,124229.88
2020-07-10,SELL,TTML.NS,22470,3.75,84254.07
2020-07-10,SELL,IFCI.NS,11235,7.3,82007.3
2020-07-10,SELL,IDBI.NS,1934,41.36,79976.33
2020-07-10,BUY,BANDHANBNK.NS,249,364.1,90669.74
2020-07-10,BUY,BHEL.NS,2220,40.85,90701.69
2020-07-10,BUY,BDL.NS,479,189.13,90602.51
2020-07-10,BUY,CREDITACC.NS,153,592.01,90585.92
2020-07-10,BUY,IRB.NS,15891,5.71,90731.01
2020-07-17,SELL,AUROPHARMA.NS,131,808.42,105892.43
2020-07-17,SELL,JPPOWER.NS,55220,1.8,99386.06
2020-07-17,SELL,INOXWIND.NS,9252,8.95,82797.12
2020-07-17,SELL,BANDHANBNK.NS,249,343.51,85524.5
2020-07-17,SELL,BHEL.NS,2220,37.84,84002.74
2020-07-17,SELL,CREDITACC.NS,153,545.92,83517.57
2020-07-17,BUY,M&M.NS,158,561.71,88759.56
2020-07-17,BUY,HAL.NS,212,418.9,88815.72
2020-07-17,BUY,NEULANDLAB.NS,131,673.45,88230.83
2020-07-17,BUY,POLYMED.NS,233,381.14,88814.06
2020-07-17,BUY,BSOFT.NS,881,100.76,88779.1
2020-07-17,BUY,JWL.NS,6321,14.05,88806.87
2020-07-24,SELL,TATACOMM.NS,159,590.49,93878.02
2020-07-24,SELL,SAMMAANCAP.NS,517,181.42,93783.54
2020-07-24,SELL,BDL.NS,479,176.87,84714.32
2020-07-24,SELL,JWL.NS,6321,13.6,85965.43
2020-07-24,BUY,JPPOWER.NS,44795,2.0,89598.96
2020-07-24,BUY,INTELLECT.NS,607,147.5,89543.2
2020-07-24,BUY,DIXON.NS,58,1534.01,88981.29
2020-07-24,BUY,GRANULES.NS,301,297.31,89499.97
2020-07-31,SELL,BLS.NS,5703,18.99,108268.6
2020-07-31,SELL,HAL.NS,212,389.94,82658.61
2020-07-31,BUY,ZENSARTECH.NS,622,148.74,92524.3
2020-07-31,BUY,LAURUSLABS.NS,505,182.95,92400.35
2020-08-14,SELL,M&M.NS,158,586.18,92607.7
2020-08-14,SELL,POLYMED.NS,233,393.61,91701.61
2020-08-14,SELL,LAURUSLABS.NS,505,197.99,99974.37
2020-08-14,BUY,BLS.NS,3644,27.79,101268.29
2020-08-14,BUY,GPIL.NS,1485,68.18,101251.58
2020-08-14,BUY,HAL.NS,175,578.17,101189.79
2020-08-21,SELL,EIDPARRY.NS,350,272.21,95263.67
2020-08-21,BUY,CGPOWER.NS,6331,16.65,105391.04
2020-08-28,SELL,JUBLPHARMA.NS,190,584.91,111121.94
2020-08-28,SELL,JINDALSTEL.NS,616,213.29,131370.87
2020-08-28,SELL,JPPOWER.NS,44795,2.75,123173.93
2020-08-28,SELL,BLS.NS,3644,25.14,91605.38
2020-08-28,SELL,HAL.NS,175,451.68,79036.75
2020-08-28,BUY,POONAWALLA.NS,2612,40.35,105393.83
2020-08-28,BUY,LAURUSLABS.NS,462,228.1,105392.88
2020-08-28,BUY,ZENTEC.NS,1196,88.11,105389.51
2020-08-28,BUY,ADANIENT.NS,366,287.55,105254.39
2020-08-28,BUY,ANANTRAJ.NS,7508,14.04,105412.23
2020-09-04,SELL,GPIL.NS,1485,73.76,109525.12
2020-09-04,SELL,POONAWALLA.NS,2612,34.02,88843.7
2020-09-04,SELL,ZENTEC.NS,1196,72.95,87244.37
2020-09-04,SELL,ANANTRAJ.NS,7508,12.85,96504.6
2020-09-04,BUY,TATACOMM.NS,122,845.87,103206.2
2020-09-04,BUY,AFFLE.NS,189,545.2,103053.11
2020-09-04,BUY,ECLERX.NS,424,243.67,103327.16
2020-09-11,SELL,ZENSARTECH.NS,622,161.25,100284.51
2020-09-11,BUY,INDIAMART.NS,45,2303.03,103646.81
2020-09-18,SELL,IRB.NS,15891,5.67,90088.57
2020-09-18,BUY,FSL.NS,1727,64.73,111803.37
2020-09-25,SELL,NEULANDLAB.NS,131,1059.48,138778.61
2020-09-25,SELL,DIXON.NS,58,1754.86,101771.45
2020-09-25,SELL,CGPOWER.NS,6331,21.49,136011.67
2020-09-25,SELL,LAURUSLABS.NS,462,260.35,120269.03
2020-09-25,SELL,TATACOMM.NS,122,763.91,93188.29
2020-09-25,SELL,ECLERX.NS,424,235.54,99859.02
2020-09-25,BUY,PERSISTENT.NS,181,583.34,105594.69
2020-09-25,BUY,RKFORGE.NS,1806,58.75,106110.53
2020-09-25,BUY,KPITTECH.NS,979,108.42,106150.01
2020-09-25,BUY,WELSPUNLIV.NS,1732,61.28,106144.34
2020-09-25,BUY,ADANIGREEN.NS,163,647.75,105593.81
2020-09-25,BUY,PGEL.NS,14155,7.5,106162.47
2020-09-25,BUY,CDSL.NS,470,225.61,106049.63
2020-10-16,SELL,AFFLE.NS,189,533.89,100895.12
2020-10-16,SELL,KPITTECH.NS,979,107.73,105461.63
2020-10-16,SELL,PGEL.NS,14155,8.88,125658.21
2020-10-16,BUY,LAURUSLABS.NS,347,319.64,110926.32
2020-10-16,BUY,GPIL.NS,1335,83.06,110899.98
2020-10-16,BUY,NEULANDLAB.NS,97,1136.4,110241.36
2020-10-23,SELL,PERSISTENT.NS,181,560.71,101479.24
2020-10-23,BUY,CGPOWER.NS,4436,25.63,113726.17
2020-10-30,SELL,BSOFT.NS,881,166.98,147095.88
2020-10-30,SELL,GRANULES.NS,301,376.93,113443.48
2020-10-30,BUY,TTML.NS,15438,7.45,115024.6
2020-10-30,BUY,PGEL.NS,10884,10.57,115021.58
2020-11-06,SELL,WELSPUNLIV.NS,1732,63.88,110633.57
2020-11-06,SELL,LAURUSLABS.NS,347,271.32,94137.56
2020-11-06,SELL,TTML.NS,15438,7.05,108827.02
2020-11-06,BUY,BLUEDART.NS,31,3641.85,112908.74
2020-11-06,BUY,PNBHOUSING.NS,375,304.81,114316.24
2020-11-06,BUY,APLAPOLLO.NS,356,321.18,114352.99
2020-11-13,SELL,NEULANDLAB.NS,97,1090.82,105799.43
2020-11-20,SELL,INDIAMART.NS,45,2412.75,108562.88
2020-11-20,SELL,FSL.NS,1727,66.21,114340.31
2020-11-20,SELL,CDSL.NS,470,232.49,109260.04
2020-11-20,SELL,GPIL.NS,1335,95.14,126997.18
2020-11-20,SELL,CGPOWER.NS,4436,33.88,150290.06
2020-11-20,SELL,PGEL.NS,10884,12.88,140118.85
2020-11-20,BUY,TTML.NS,16111,7.6,122455.84
2020-11-20,BUY,ATGL.NS,355,344.8,122416.18
2020-11-20,BUY,TEJASNET.NS,1186,103.18,122382.68
2020-11-20,BUY,ANANTRAJ.NS,5755,21.28,122456.2
2020-11-20,BUY,SPLPETRO.NS,843,145.09,122325.84
2020-11-20,BUY,APOLLOHOSP.NS,52,2319.28,120614.38
2020-11-20,BUY,KPRMILL.NS,777,157.55,122428.46
2020-11-27,SELL,TTML.NS,16111,7.3,117598.54
2020-11-27,BUY,PGEL.NS,8802,14.44,127148.11
2020-12-04,SELL,PNBHOUSING.NS,375,311.65,116857.94
2020-12-11,SELL,ADANIGREEN.NS,163,1041.5,169747.52
2020-12-11,SELL,APLAPOLLO.NS,356,362.42,129010.24
2020-12-11,SELL,KPRMILL.NS,777,169.25,131496.22
2020-12-11,BUY,TTML.NS,16856,8.0,134861.48
2020-12-11,BUY,TARIL.NS,13003,10.37,134863.67
2020-12-11,BUY,ACE.NS,1118,120.56,134794.82
2020-12-11,BUY,WOCKPHARMA.NS,282,477.28,134606.17
2020-12-18,SELL,INTELLECT.NS,607,290.83,176514.06
2020-12-18,SELL,BLUEDART.NS,31,3783.39,117273.48
2020-12-18,SELL,APOLLOHOSP.NS,52,2356.93,122548.27
2020-12-18,BUY,HINDCOPPER.NS,2186,62.05,135660.33
2020-12-18,BUY,NCC.NS,2577,52.63,135635.1
2020-12-18,BUY,GRAPHITE.NS,487,278.0,135399.51
2020-12-25,SELL,TEJASNET.NS,1186,129.48,153553.33
2020-12-25,SELL,ANANTRAJ.NS,5755,23.97,137935.69
2020-12-25,BUY,OLECTRA.NS,1170,113.63,132965.03
2020-12-25,BUY,SUZLON.NS,27068,4.91,132983.33
2021-01-01,SELL,RKFORGE.NS,1806,93.12,168155.29
2021-01-01,SELL,PGEL.NS,8802,13.77,121186.48
2021-01-01,SELL,TARIL.NS,13003,9.97,129638.18
2021-01-01,BUY,SAIL.NS,2200,63.24,139148.81
2021-01-01,BUY,TEJASNET.NS,1007,138.15,139134.38
2021-01-01,BUY,TATASTEEL.NS,2513,55.36,139141.21
2021-01-08,SELL,SPLPETRO.NS,843,166.25,140134.58
2021-01-08,BUY,VEDL.NS,1662,87.28,145080.05
2021-01-15,SELL,ACE.NS,1118,130.61,146007.75
2021-01-15,SELL,SUZLON.NS,27068,6.11,165263.98
2021-01-15,SELL,SAIL.NS,2200,59.55,130997.84
2021-01-15,SELL,TEJASNET.NS,1007,132.82,133738.95
2021-01-15,BUY,J&KBANK.NS,5190,27.65,143540.08
2021-01-15,BUY,HFCL.NS,4543,31.59,143522.95
2021-01-15,BUY,MMTC.NS,4585,31.3,143524.85
2021-01-15,BUY,TRIDENT.NS,10538,13.62,143535.97
2021-01-22,SELL,HINDCOPPER.NS,2186,55.49,121294.53
2021-01-22,SELL,NCC.NS,2577,53.19,137048.04
2021-01-22,SELL,TATASTEEL.NS,2513,55.7,139957.01
2021-01-22,SELL,VEDL.NS,1662,79.37,131904.42
2021-01-22,SELL,MMTC.NS,4585,28.1,128825.62
2021-01-22,SELL,TRIDENT.NS,10538,13.11,138137.95
2021-01-22,BUY,ANANTRAJ.NS,3639,38.63,140588.4
2021-01-22,BUY,JKTYRE.NS,1086,129.44,140587.95
2021-01-22,BUY,GRAVITA.NS,1855,75.79,140596.61
2021-01-22,BUY,BANKBARODA.NS,2162,65.03,140600.12
2021-01-22,BUY,CHOLAFIN.NS,337,416.62,140413.88
2021-01-22,BUY,DLF.NS,540,260.09,140461.21
2021-01-29,SELL,WOCKPHARMA.NS,282,443.45,125039.79
2021-01-29,SELL,J&KBANK.NS,5190,26.13,135579.82
2021-01-29,SELL,HFCL.NS,4543,28.62,129999.48
2021-01-29,SELL,JKTYRE.NS,1086,121.02,131419.81
2021-01-29,SELL,BANKBARODA.NS,2162,60.33,130414.8
2021-01-29,SELL,CHOLAFIN.NS,337,392.64,132304.85
2021-01-29,SELL,DLF.NS,540,246.62,133161.26
2021-01-29,BUY,TRIDENT.NS,10506,13.43,141153.17
2021-01-29,BUY,IIFL.NS,1005,140.34,141052.46
2021-01-29,BUY,INOXWIND.NS,8613,16.39,141159.66
2021-01-29,BUY,TATAELXSI.NS,54,2568.01,138686.2
2021-01-29,BUY,NCC.NS,2570,54.91,141132.19
2021-01-29,BUY,FACT.NS,1693,83.33,141083.38
2021-02-05,SELL,TRIDENT.NS,10506,13.06,137231.83
2021-02-05,BUY,HINDCOPPER.NS,2323,69.0,160305.85
2021-02-12,SELL,ATGL.NS,355,382.05,135614.59
2021-02-12,SELL,TTML.NS,16856,17.0,286523.34
2021-02-12,SELL,NCC.NS,2570,78.52,201782.31
2021-02-12,SELL,FACT.NS,1693,79.04,133799.95
2021-02-12,BUY,POONAWALLA.NS,1697,97.11,164806.83
2021-02-12,BUY,ELECON.NS,6003,27.46,164832.18
2021-02-12,BUY,INDIANB.NS,1529,107.77,164798.05
2021-02-12,BUY,INDIAMART.NS,37,4448.87,164624.49
2021-02-19,SELL,IIFL.NS,1005,208.13,209153.53
2021-02-19,SELL,INOXWIND.NS,8613,16.44,141562.03
2021-02-19,BUY,TEJASNET.NS,782,217.92,170427.89
2021-02-19,BUY,NEULANDLAB.NS,79,2135.59,168728.78
2021-02-26,SELL,ELECON.NS,6003,27.97,167891.96
2021-02-26,SELL,INDIAMART.NS,37,4151.91,153605.17
2021-02-26,SELL,TEJASNET.NS,782,192.31,150370.4
2021-02-26,BUY,IIFL.NS,676,268.94,181819.17
2021-02-26,BUY,MMTC.NS,4562,39.85,181813.87
2021-02-26,BUY,PGEL.NS,6023,30.19,181833.54
2021-03-05,SELL,NEULANDLAB.NS,79,1932.79,152674.92
2021-03-05,BUY,FACT.NS,1524,126.53,192854.73
2021-03-12,SELL,HINDCOPPER.NS,2323,129.79,301472.78
2021-03-12,SELL,INDIANB.NS,1529,114.98,175793.99
2021-03-12,SELL,MMTC.NS,4562,44.0,200707.93
2021-03-12,BUY,SAREGAMA.NS,1354,146.14,197896.74
2021-03-12,BUY,ATGL.NS,268,737.04,197545.88
2021-03-12,BUY,NEULANDLAB.NS,98,2008.69,196871.44
2021-03-19,SELL,GRAVITA.NS,1855,97.42,180699.36
2021-03-19,SELL,POONAWALLA.NS,1697,115.45,195899.7
2021-03-19,SELL,PGEL.NS,6023,38.69,233008.53
2021-03-19,SELL,FACT.NS,1524,103.71,158034.84
2021-03-19,SELL,SAREGAMA.NS,1354,137.14,185668.56
2021-03-19,SELL,NEULANDLAB.NS,98,1940.4,190139.94
2021-03-19,BUY,INTELLECT.NS,282,662.09,186728.4
2021-03-19,BUY,ADANIPOWER.NS,10160,18.44,187369.14
2021-03-19,BUY,LINDEINDIA.NS,110,1697.62,186756.81
2021-03-19,BUY,HEG.NS,631,296.49,187100.91
2021-03-19,BUY,IEX.NS,1620,115.61,187301.9
2021-03-19,BUY,DEEPAKNTR.NS,125,1488.94,186135.56
2021-03-26,SELL,TATAELXSI.NS,54,2529.45,136576.49
2021-03-26,SELL,IIFL.NS,676,267.53,180833.12
2021-03-26,SELL,HEG.NS,631,265.07,167241.27
2021-03-26,BUY,SAREGAMA.NS,1331,141.27,188054.48
2021-03-26,BUY,NEULANDLAB.NS,94,1997.28,187762.73
2021-03-26,BUY,APLAPOLLO.NS,286,657.79,188146.85
2021-04-02,SELL,ADANIPOWER.NS,10160,17.86,181439.46
2021-04-02,BUY,HEG.NS,685,294.94,202051.91
2021-04-09,SELL,ANANTRAJ.NS,3639,52.74,191918.84
2021-04-09,BUY,HINDCOPPER.NS,1538,139.75,214959.69
2021-04-16,SELL,OLECTRA.NS,1170,193.92,226859.8
2021-04-16,SELL,APLAPOLLO.NS,286,620.63,177482.03
2021-04-16,BUY,MAHABANK.NS,9595,21.94,210538.67
2021-04-16,BUY,POLYMED.NS,243,866.0,210458.58
2021-04-23,SELL,HEG.NS,685,379.05,259622.32
2021-04-23,SELL,HINDCOPPER.NS,1538,134.41,206696.63
2021-04-23,SELL,MAHABANK.NS,9595,19.86,190528.48
2021-04-23,BUY,ELECON.NS,5137,41.2,211642.93
2021-04-23,BUY,JSWSTEEL.NS,351,601.48,211141.57
2021-04-23,BUY,SPLPETRO.NS,716,295.49,211589.85
2021-05-14,SELL,ATGL.NS,268,1191.54,319301.94
2021-05-14,SELL,INTELLECT.NS,282,707.82,199584.49
2021-05-14,SELL,LINDEINDIA.NS,110,1696.83,186632.52
2021-05-14,SELL,IEX.NS,1620,116.37,188501.41
2021-05-14,SELL,NEULANDLAB.NS,94,2050.5,192727.5
2021-05-14,SELL,ELECON.NS,5137,41.83,214877.36
2021-05-14,BUY,HINDCOPPER.NS,1310,166.19,217725.46
2021-05-14,BUY,RPOWER.NS,32029,6.8,217818.99
2021-05-14,BUY,ANGELONE.NS,3644,59.76,217782.19
2021-05-14,BUY,BALRAMCHIN.NS,747,291.48,217757.57
2021-05-14,BUY,CGPOWER.NS,2563,84.95,217760.23
2021-05-14,BUY,MMTC.NS,4121,52.85,217816.62
2021-05-21,SELL,HINDCOPPER.NS,1310,164.24,215135.91
2021-05-21,BUY,ATGL.NS,172,1336.95,229979.14
2021-05-28,SELL,DEEPAKNTR.NS,125,1763.84,220457.69
2021-05-28,SELL,BALRAMCHIN.NS,747,287.32,214605.37
2021-05-28,BUY,ELECON.NS,4238,54.81,232320.58
2021-06-04,SELL,POLYMED.NS,243,990.55,240680.41
2021-06-04,SELL,MMTC.NS,4121,58.9,242702.63
2021-06-04,BUY,PNBHOUSING.NS,365,691.74,252510.84
2021-06-04,BUY,KPITTECH.NS,1085,233.09,252930.44
2021-06-11,SELL,CGPOWER.NS,2563,80.9,207337.15
2021-06-11,BUY,GPIL.NS,834,307.82,256745.98
2021-06-18,SELL,ADANIENT.NS,366,1483.9,543051.49
2021-06-18,SELL,GRAPHITE.NS,487,550.93,268277.12
2021-06-18,SELL,JSWSTEEL.NS,351,634.8,222793.84
2021-06-18,SELL,ANGELONE.NS,3644,72.63,264627.07
2021-06-18,SELL,ATGL.NS,172,1256.81,216149.54
2021-06-18,SELL,PNBHOUSING.NS,365,607.98,221889.61
2021-06-18,SELL,GPIL.NS,834,324.67,270745.53
2021-06-18,BUY,JPPOWER.NS,43059,5.85,251920.34
2021-06-18,BUY,TTML.NS,8299,30.35,251899.84
2021-06-18,BUY,JUBLINGREA.NS,475,529.61,251589.35
2021-06-18,BUY,HFCL.NS,4826,52.19,251875.45
2021-06-18,BUY,FLUOROCHEM.NS,221,1136.54,251199.36
2021-06-18,BUY,JSWENERGY.NS,1644,153.19,251877.05
2021-06-18,BUY,JWL.NS,8485,29.68,251899.54
2021-06-18,BUY,DEEPAKFERT.NS,620,405.77,251600.03
2021-06-25,SELL,RPOWER.NS,32029,15.05,481988.25
2021-06-25,SELL,KPITTECH.NS,1085,234.89,254834.02
2021-06-25,SELL,JPPOWER.NS,43059,5.55,238953.56
2021-06-25,SELL,DEEPAKFERT.NS,620,383.86,237967.44
2021-06-25,BUY,TARIL.NS,16039,16.04,257344.93
2021-06-25,BUY,NEWGEN.NS,1004,256.09,257138.08
2021-06-25,BUY,LAURUSLABS.NS,401,641.54,257284.58
2021-06-25,BUY,ECLERX.NS,430,598.26,257279.24
2021-06-25,BUY,USHAMART.NS,4818,53.4,257315.3
2021-07-02,SELL,USHAMART.NS,4818,52.39,252401.08
2021-07-02,BUY,ANGELONE.NS,3532,79.54,280954.83
2021-07-09,SELL,SPLPETRO.NS,716,329.01,235549.51
2021-07-09,SELL,TTML.NS,8299,46.45,385450.01
2021-07-09,BUY,JPPOWER.NS,46856,6.3,295222.33
2021-07-09,BUY,GPIL.NS,830,355.37,294983.27
2021-07-16,SELL,HFCL.NS,4826,79.47,383471.8
2021-07-16,SELL,LAURUSLABS.NS,401,659.39,264388.42
2021-07-16,SELL,JPPOWER.NS,46856,5.85,274080.18
2021-07-16,BUY,FSL.NS,1463,206.61,302304.25
2021-07-16,BUY,CDSL.NS,438,689.69,302116.03
2021-07-16,BUY,BSE.NS,2431,124.33,302266.87
2021-07-23,SELL,JWL.NS,8485,32.76,277960.66
2021-07-23,SELL,NEWGEN.NS,1004,291.38,292514.71
2021-07-23,SELL,CDSL.NS,438,644.98,282475.01
2021-07-23,SELL,BSE.NS,2431,121.53,295409.86
2021-07-23,BUY,REDINGTON.NS,2184,140.08,305958.02
2021-07-23,BUY,GRAVITA.NS,1765,173.29,305881.5
2021-07-23,BUY,JSL.NS,2011,152.12,305939.33
2021-07-23,BUY,JINDALSAW.NS,4982,61.42,306024.76
2021-07-30,SELL,ANGELONE.NS,3532,108.09,381720.95
2021-07-30,SELL,FSL.NS,1463,175.22,256321.7
2021-07-30,BUY,BSE.NS,2375,130.29,309466.34
2021-07-30,BUY,INOXWIND.NS,8791,35.21,309584.06
2021-08-06,SELL,GPIL.NS,830,369.8,306902.46
2021-08-06,BUY,ANGELONE.NS,2599,117.84,306298.42
2021-08-13,SELL,TARIL.NS,16039,14.64,234850.44
2021-08-13,SELL,BSE.NS,2375,120.94,287208.09
2021-08-13,BUY,TEJASNET.NS,733,416.0,304961.92
2021-08-20,SELL,SAREGAMA.NS,1331,293.59,390725.84
2021-08-20,SELL,GRAVITA.NS,1765,184.09,324885.6
2021-08-20,SELL,JSL.NS,2011,134.52,270485.68
2021-08-20,SELL,JINDALSAW.NS,4982,57.76,287750.03
2021-08-20,SELL,INOXWIND.NS,8791,29.7,261066.6
2021-08-20,SELL,ANGELONE.NS,2599,107.78,280082.59
2021-08-20,SELL,TEJASNET.NS,733,361.1,264661.31
2021-08-20,BUY,TITAGARH.NS,3152,92.18,290583.76
2021-08-20,BUY,RADICO.NS,332,874.63,290405.15
2021-08-20,BUY,ABREL.NS,384,756.66,290587.73
2021-08-20,BUY,APOLLOHOSP.NS,61,4688.1,286002.61
2021-08-20,BUY,UTIAMC.NS,305,950.82,290027.82
2021-08-20,BUY,MPHASIS.NS,113,2550.27,288209.19
2021-08-20,BUY,KPITTECH.NS,894,324.79,290394.06
2021-08-20,BUY,LTTS.NS,78,3682.16,287237.44
2021-08-27,SELL,REDINGTON.NS,2184,132.73,289851.99
2021-08-27,BUY,GRAVITA.NS,1562,188.64,294678.26
2021-09-03,SELL,RADICO.NS,332,884.86,293745.13
2021-09-03,BUY,ZENTEC.NS,1976,153.38,303114.87
2021-09-10,SELL,JUBLINGREA.NS,475,675.34,320753.45
2021-09-10,SELL,ECLERX.NS,430,732.42,314907.55
2021-09-10,BUY,TEJASNET.NS,693,448.09,310556.98
2021-09-10,BUY,BLS.NS,5183,59.9,310507.72
2021-09-17,SELL,ELECON.NS,4238,85.4,361878.31
2021-09-17,SELL,KPITTECH.NS,894,312.37,279234.72
2021-09-17,SELL,ZENTEC.NS,1976,193.37,382069.07
2021-09-17,BUY,OLECTRA.NS,829,387.48,321256.19
2021-09-17,BUY,IRCTC.NS,435,738.13,321120.28
2021-09-17,BUY,ZENSARTECH.NS,625,513.91,321225.59
2021-09-24,SELL,TITAGARH.NS,3152,93.38,294298.69
2021-09-24,SELL,APOLLOHOSP.NS,61,4673.58,285059.79
2021-09-24,SELL,UTIAMC.NS,305,959.46,292604.57
2021-09-24,SELL,BLS.NS,5183,56.35,292019.73
2021-09-24,SELL,ZENSARTECH.NS,625,478.31,298915.15
2021-09-24,BUY,ZENTEC.NS,1571,204.34,321056.97
2021-09-24,BUY,LINDEINDIA.NS,117,2731.23,319586.15
2021-09-24,BUY,SOBHA.NS,407,788.53,320962.65
2021-09-24,BUY,WELSPUNLIV.NS,2095,153.26,321104.25
2021-10-08,SELL,ABREL.NS,384,924.09,354813.98
2021-10-08,SELL,GRAVITA.NS,1562,198.61,310193.87
2021-10-08,BUY,TRIDENT.NS,10658,32.19,343143.45
2021-10-08,BUY,USHAMART.NS,3902,87.91,343072.36
2021-10-15,SELL,SOBHA.NS,407,816.42,332251.49
2021-10-15,SELL,WELSPUNLIV.NS,2095,158.37,331761.97
2021-10-15,BUY,SONACOMS.NS,483,738.0,356491.0
2021-10-15,BUY,IEX.NS,1438,248.12,356830.87
2021-10-22,SELL,FLUOROCHEM.NS,221,1837.18,405976.76
2021-10-22,SELL,LTTS.NS,78,4361.89,340193.75
2021-10-22,SELL,TEJASNET.NS,693,440.27,305074.84
2021-10-22,SELL,IRCTC.NS,435,884.37,384661.73
2021-10-22,SELL,LINDEINDIA.NS,117,2393.13,279968.37
2021-10-22,SELL,SONACOMS.NS,483,602.11,290790.1
2021-10-22,BUY,CGPOWER.NS,2354,142.1,334539.81
2021-10-22,BUY,IRB.NS,23332,14.34,334565.47
2021-10-22,BUY,ZEEL.NS,1130,296.03,334547.9
2021-10-22,BUY,ATGL.NS,234,1428.26,334245.44
2021-10-22,BUY,GODREJPROP.NS,142,2350.9,333861.17
2021-10-22,BUY,TRITURBINE.NS,1928,173.44,334423.03
2021-10-29,SELL,JSWENERGY.NS,1644,340.98,560518.79
2021-10-29,SELL,ZENTEC.NS,1571,209.28,328747.39
2021-10-29,SELL,IEX.NS,1438,221.59,318614.02
2021-10-29,SELL,IRB.NS,23332,11.06,258051.53
2021-10-29,SELL,ZEEL.NS,1130,289.25,326824.88
2021-10-29,SELL,GODREJPROP.NS,142,2233.3,317096.89
2021-10-29,BUY,SOLARINDS.NS,130,2471.35,321308.28
2021-10-29,BUY,GMRAIRPORT.NS,8855,36.53,323528.97
2021-10-29,BUY,CANBK.NS,8625,37.51,323529.53
2021-10-29,BUY,TATAELXSI.NS,56,5676.91,317938.79
2021-10-29,BUY,BRIGADE.NS,704,459.21,323316.98
2021-10-29,BUY,TATAINVEST.NS,2283,141.67,323475.58
2021-10-29,BUY,LTTS.NS,71,4511.98,320382.61
2021-11-05,SELL,SOLARINDS.NS,130,2309.73,300235.0
2021-11-05,SELL,TATAINVEST.NS,2283,146.77,335033.84
