Date,Total Equity,Cash,Invested Value,Active Positions,Holdings
2023-06-30,5277983.149538385,1405596.341246949,3872386.8082914352,5,"NEULANDLAB.NS: 260, FORCEMOT.NS: 315, TITAGARH.NS: 1618, SUZLON.NS: 48655, FACT.NS: 1682"
2023-07-07,5483899.147142446,1442165.6734428764,4041733.4736995697,5,"FORCEMOT.NS: 315, TITAGARH.NS: 1618, SUZLON.NS: 48655, FACT.NS: 1682, MAZDOCK.NS: 1192"
2023-07-14,5810012.41340804,1459427.3790948382,4350585.034313202,5,"FORCEMOT.NS: 315, TITAGARH.NS: 1618, SUZLON.NS: 48655, MAZDOCK.NS: 1192, OLECTRA.NS: 592"
2023-07-21,6049558.894655576,1461246.6652797372,4588312.229375839,5,"FORCEMOT.NS: 315, TITAGARH.NS: 1618, SUZLON.NS: 48655, MAZDOCK.NS: 1192, OLECTRA.NS: 592"
2023-07-28,6021853.927496038,412935.92611893243,5608918.001377106,6,"GOLDBEES.NS: 17827, FORCEMOT.NS: 315, TITAGARH.NS: 1618, SUZLON.NS: 48655, MAZDOCK.NS: 1192, ZENTEC.NS: 1345"
2023-08-04,5990073.113941787,1313624.1555124507,4676448.958429337,5,"FORCEMOT.NS: 315, TITAGARH.NS: 1618, SUZLON.NS: 48655, MAZDOCK.NS: 1192, ZENTEC.NS: 1345"
2023-08-11,6483305.276731901,1417575.448290281,5065729.82844162,5,"FORCEMOT.NS: 315, TITAGARH.NS: 1618, SUZLON.NS: 48655, ZENTEC.NS: 1345, JWL.NS: 3700"
2023-08-18,6588846.389355811,1419342.5628902046,5169503.826465607,5,"FORCEMOT.NS: 315, TITAGARH.NS: 1618, SUZLON.NS: 48655, ZENTEC.NS: 1345, JWL.NS: 3700"
2023-08-25,7264210.221512417,1421111.8803316157,5843098.341180801,5,"FORCEMOT.NS: 315, TITAGARH.NS: 1618, SUZLON.NS: 48655, ZENTEC.NS: 1345, JWL.NS: 3700"
2023-09-01,7487390.943581954,344548.1448987874,7142842.7986831665,6,"GOLDBEES.NS: 22298, TITAGARH.NS: 1618, SUZLON.NS: 48655, ZENTEC.NS: 1345, JWL.NS: 3700, KALYANKJIL.NS: 4292"
2023-09-08,7488289.145603718,1464448.2514501233,6023840.894153595,5,"TITAGARH.NS: 1618, SUZLON.NS: 48655, ZENTEC.NS: 1345, JWL.NS: 3700, KALYANKJIL.NS: 4292"
2023-09-15,7220446.586918935,1748663.863442525,5471782.72347641,5,"TITAGARH.NS: 1618, SUZLON.NS: 48655, ZENTEC.NS: 1345, KALYANKJIL.NS: 4292, IRFC.NS: 13330"
2023-09-22,7061905.46617409,1628528.4706830622,5433376.995491028,5,"TITAGARH.NS: 1618, SUZLON.NS: 48655, IFCI.NS: 42895, J&KBANK.NS: 9462, IOB.NS: 22548"
2023-09-29,7203621.65257449,2127675.197120617,5075946.455453873,5,"IFCI.NS: 42895, J&KBANK.NS: 9462, IOB.NS: 22548, IRFC.NS: 13786, GVT&D.NS: 2285"
2023-10-06,7169146.58491648,2112563.444611914,5056583.140304565,5,"IFCI.NS: 42895, J&KBANK.NS: 9462, IOB.NS: 22548, GVT&D.NS: 2285, GMDCLTD.NS: 3185"
2023-10-13,7339957.807632612,1933495.2373754247,5406462.570257187,5,"IFCI.NS: 42895, J&KBANK.NS: 9462, GMDCLTD.NS: 3185, ITI.NS: 3790, IRFC.NS: 14038"
2023-10-20,7259212.729227296,846938.05578827,6412274.673439026,6,"GOLDBEES.NS: 21106, IFCI.NS: 42895, J&KBANK.NS: 9462, GMDCLTD.NS: 3185, ITI.NS: 3790, IRFC.NS: 14038"
2023-10-27,6945108.598116395,1041860.9085183112,5903247.6895980835,6,"GOLDBEES.NS: 20176, BSE.NS: 1579, TARIL.NS: 11973, SUZLON.NS: 30294, SWANCORP.NS: 2634, ANGELONE.NS: 3982"
2023-11-03,7228306.579955957,1004046.756313226,6224259.823642731,6,"GOLDBEES.NS: 20931, BSE.NS: 1579, TARIL.NS: 11973, SUZLON.NS: 30294, SWANCORP.NS: 2634, ANGELONE.NS: 3982"
2023-11-10,7474003.377665569,958191.0847235216,6515812.292942047,6,"GOLDBEES.NS: 21849, BSE.NS: 1579, TARIL.NS: 11973, SUZLON.NS: 30294, SWANCORP.NS: 2634, ANGELONE.NS: 3982"
2023-11-17,8049623.239639117,885062.7296903873,7164560.5099487305,6,"GOLDBEES.NS: 23282, BSE.NS: 1579, TARIL.NS: 11973, SUZLON.NS: 30294, SWANCORP.NS: 2634, ANGELONE.NS: 3982"
2023-11-24,7902336.2187178545,918423.4831755573,6983912.735542297,6,"GOLDBEES.NS: 22730, BSE.NS: 1579, TARIL.NS: 11973, SUZLON.NS: 30294, ANGELONE.NS: 3982, MCX.NS: 1899"
2023-12-01,8096724.202471882,916370.6474486883,7180353.555023193,6,"GOLDBEES.NS: 22790, BSE.NS: 1579, TARIL.NS: 11973, SUZLON.NS: 30294, ANGELONE.NS: 3982, MCX.NS: 1899"
2023-12-08,8023471.248226053,925789.1835821935,7097682.06464386,6,"GOLDBEES.NS: 22734, BSE.NS: 1579, SUZLON.NS: 30294, ANGELONE.NS: 3982, MCX.NS: 1899, ITI.NS: 3816"
2023-12-15,8144486.058874585,905869.9518837706,7238616.106990814,6,"GOLDBEES.NS: 23133, BSE.NS: 1579, SUZLON.NS: 30294, ANGELONE.NS: 3982, MCX.NS: 1899, ITI.NS: 3816"
2023-12-22,8096059.252593337,917768.1464532001,7178291.106140137,6,"GOLDBEES.NS: 22832, BSE.NS: 1579, ANGELONE.NS: 3982, MCX.NS: 1899, ITI.NS: 3816, INOXWIND.NS: 10003"
2023-12-29,8261220.838965353,907208.2704114285,7354012.568553925,6,"GOLDBEES.NS: 23093, ANGELONE.NS: 3982, MCX.NS: 1899, ITI.NS: 3816, INOXWIND.NS: 10003, GALLANTT.NS: 6460"
2024-01-05,8412922.661775673,895822.8722172617,7517099.789558411,6,"GOLDBEES.NS: 23748, ANGELONE.NS: 3982, INOXWIND.NS: 10003, GALLANTT.NS: 6460, SIGNATURE.NS: 1115, WOCKPHARMA.NS: 2419"
2024-01-12,8291154.1548472885,851923.963006163,7439230.1918411255,6,"GOLDBEES.NS: 23470, ANGELONE.NS: 3982, GALLANTT.NS: 6460, SIGNATURE.NS: 1115, WOCKPHARMA.NS: 2419, PRESTIGE.NS: 842"
2024-01-19,7945894.065203348,1028092.4398028047,6917801.625400543,6,"GOLDBEES.NS: 22557, GALLANTT.NS: 6460, SIGNATURE.NS: 1115, WOCKPHARMA.NS: 2419, IRFC.NS: 7186, HUDCO.NS: 7421"
2024-01-26,8037678.925138512,2218460.1815166855,5819218.743621826,5,"GALLANTT.NS: 6460, SIGNATURE.NS: 1115, WOCKPHARMA.NS: 2419, IRFC.NS: 7186, HUDCO.NS: 7421"
2024-02-02,8705350.536386387,768936.1155032087,7936414.420883179,6,"GOLDBEES.NS: 24372, GALLANTT.NS: 6460, SIGNATURE.NS: 1115, IRFC.NS: 7186, HUDCO.NS: 7421, IFCI.NS: 20212"
2024-02-09,8586207.141768578,639614.0946112915,7946593.047157288,6,"GOLDBEES.NS: 24278, GALLANTT.NS: 6460, SIGNATURE.NS: 1115, HUDCO.NS: 7421, IFCI.NS: 20212, INOXWIND.NS: 9387"
