Date,Action,Ticker,Shares,Price,Total Value
2022-02-25,SELL,GOLDBEES.NS,1060,43.62,46232.58
2022-02-25,BUY,RHIM.NS,1094,504.01,551445.19
2022-02-25,BUY,CREDITACC.NS,780,706.55,551162.05
2022-03-04,SELL,CREDITACC.NS,780,676.24,527412.64
2022-03-04,BUY,GOLDBEES.NS,165,44.65,7367.99
2022-03-04,BUY,DEEPAKFERT.NS,995,573.88,571071.59
2022-03-11,SELL,DEEPAKFERT.NS,995,535.3,532569.31
2022-03-11,SELL,GOLDBEES.NS,225,45.28,10186.98
2022-03-11,BUY,BALRAMCHIN.NS,1201,474.39,569801.87
2022-03-18,BUY,GOLDBEES.NS,469,44.23,20745.94
2022-03-25,SELL,GRAVITA.NS,1770,349.49,618536.72
2022-03-25,BUY,GOLDBEES.NS,374,44.79,16753.14
2022-03-25,BUY,GPIL.NS,1567,382.02,598689.2
2022-04-01,SELL,BALRAMCHIN.NS,1201,470.01,564427.66
2022-04-01,BUY,GOLDBEES.NS,136,44.57,6062.13
2022-04-01,BUY,ADANIPOWER.NS,14787,40.69,601743.18
2022-04-08,BUY,GOLDBEES.NS,1208,44.66,53954.67
2022-04-15,BUY,GOLDBEES.NS,385,45.73,17607.81
2022-04-22,BUY,GOLDBEES.NS,299,45.33,13555.03
2022-04-29,SELL,GMDCLTD.NS,5340,166.64,889772.03
2022-04-29,SELL,GPIL.NS,1567,411.33,644489.01
2022-04-29,SELL,GOLDBEES.NS,204,44.79,9136.25
2022-04-29,BUY,CHENNPETRO.NS,2771,243.65,675232.22
2022-04-29,BUY,SWANCORP.NS,2097,321.88,675057.29
2022-05-06,SELL,RHIM.NS,1094,549.69,601304.67
2022-05-06,SELL,GOLDBEES.NS,16152,44.55,719499.63
2022-05-06,BUY,MRPL.NS,8906,75.06,668591.21
2022-05-13,SELL,ADANIGREEN.NS,294,2171.55,638371.87
2022-05-13,SELL,ADANIPOWER.NS,14787,50.93,753026.6
2022-05-13,SELL,CHENNPETRO.NS,2771,236.59,655515.13
2022-05-13,SELL,SWANCORP.NS,2097,267.35,560567.81
2022-05-13,SELL,MRPL.NS,8906,65.33,581734.06
2022-05-13,BUY,SPLPETRO.NS,1381,431.91,596533.3
2022-05-13,BUY,SOLARINDS.NS,215,2765.69,594681.8
2022-05-13,BUY,GESHIP.NS,1834,325.2,596472.04
2022-05-13,BUY,POWERGRID.NS,4023,148.3,596661.67
2022-05-13,BUY,VBL.NS,4144,143.96,596635.74
2022-05-20,SELL,POWERGRID.NS,4023,143.75,578239.58
2022-05-20,SELL,VBL.NS,4144,145.58,603241.35
2022-05-20,BUY,CHENNPETRO.NS,2029,299.19,607117.84
2022-05-20,BUY,ADANIPOWER.NS,9722,62.45,607199.62
2022-05-27,SELL,SPLPETRO.NS,1381,349.9,483158.13
2022-05-27,SELL,SOLARINDS.NS,215,2562.68,550920.04
2022-05-27,SELL,CHENNPETRO.NS,2029,244.53,496094.32
2022-05-27,BUY,BLS.NS,6095,93.45,569657.66
2022-05-27,BUY,ATGL.NS,232,2453.71,569318.2
2022-05-27,BUY,JWL.NS,9782,58.23,569639.42
2022-06-03,SELL,ADANIPOWER.NS,9722,56.82,552348.8
2022-06-03,SELL,ATGL.NS,232,2387.79,553910.93
2022-06-03,BUY,MRPL.NS,6630,83.12,551112.35
2022-06-03,BUY,BDL.NS,1419,388.1,550772.62
2022-06-10,SELL,GESHIP.NS,1834,344.05,630922.45
2022-06-10,BUY,CHENNPETRO.NS,1859,316.07,587639.88
2022-06-17,SELL,JWL.NS,9782,52.07,509319.89
2022-06-17,SELL,MRPL.NS,6630,91.22,604696.11
2022-06-17,SELL,CHENNPETRO.NS,1859,283.57,527107.67
2022-06-17,BUY,ELECON.NS,4313,128.41,553878.05
2022-06-17,BUY,APARINDS.NS,626,883.48,553116.6
2022-06-17,BUY,HAL.NS,614,901.59,553628.75
2022-06-24,SELL,BDL.NS,1419,355.11,503845.44
2022-06-24,BUY,M&M.NS,524,1034.24,541997.8
2022-07-01,BUY,GOLDBEES.NS,13067,44.36,579710.09
2022-07-08,SELL,HAL.NS,614,826.49,507413.43
2022-07-08,SELL,GOLDBEES.NS,13067,43.57,569272.25
2022-07-08,BUY,AIAENG.NS,248,2256.93,559775.14
2022-07-29,BUY,GOLDBEES.NS,14865,44.06,655017.42
2022-08-05,SELL,AIAENG.NS,248,2340.31,580338.19
2022-08-05,BUY,GOLDBEES.NS,20,44.72,894.49
2022-08-05,BUY,ELGIEQUIP.NS,1472,422.04,621303.85
2022-08-12,SELL,BLS.NS,6095,114.91,700285.65
2022-08-12,SELL,GOLDBEES.NS,52,45.0,2339.77
2022-08-12,BUY,TIMKEN.NS,203,3057.99,620834.69
2022-08-19,SELL,M&M.NS,524,1207.93,632890.07
2022-08-19,SELL,ELGIEQUIP.NS,1472,416.99,613752.65
2022-08-19,SELL,GOLDBEES.NS,117,44.42,5196.62
2022-08-19,BUY,HSCL.NS,6123,99.64,610163.45
2022-08-19,BUY,ATGL.NS,180,3387.44,609799.77
2022-08-26,SELL,TIMKEN.NS,203,2924.96,593707.84
2022-08-26,BUY,GOLDBEES.NS,531,44.3,23525.65
2022-08-26,BUY,TITAGARH.NS,4001,157.53,630324.01
2022-09-02,SELL,ELECON.NS,4313,179.75,775167.51
2022-09-02,SELL,GOLDBEES.NS,15247,43.37,661196.25
2022-09-02,BUY,ANANTRAJ.NS,6780,93.17,631765.9
2022-09-09,SELL,APARINDS.NS,626,1174.14,734938.91
2022-09-09,SELL,TITAGARH.NS,4001,156.43,625807.71
2022-09-09,BUY,KIRLOSENG.NS,2434,255.44,621812.72
2022-09-09,BUY,TIINDIA.NS,227,2733.55,620577.19
2022-09-16,SELL,ATGL.NS,180,3525.2,634472.05
2022-09-16,BUY,TATAINVEST.NS,2224,268.85,597982.88
2022-09-23,SELL,TATAINVEST.NS,2224,236.18,525212.69
2022-09-23,BUY,KARURVYSYA.NS,8846,67.72,599152.28
2022-10-07,SELL,HSCL.NS,6123,107.0,655105.06
2022-10-07,SELL,TIINDIA.NS,227,2733.9,620532.17
2022-10-07,BUY,GOLDBEES.NS,14970,44.49,666081.93
2022-10-07,BUY,MAZDOCK.NS,2040,304.63,621503.99
2022-10-07,BUY,INOXWIND.NS,16364,37.99,621689.6
2022-10-14,SELL,GOLDBEES.NS,14970,43.26,647537.41
2022-10-21,SELL,KIRLOSENG.NS,2434,248.26,604199.39
2022-10-21,BUY,TARIL.NS,23339,26.89,627621.56
2022-11-11,SELL,INOXWIND.NS,16364,32.15,526050.01
2022-11-11,BUY,GOLDBEES.NS,15893,44.76,711441.79
2022-11-11,BUY,COCHINSHIP.NS,2191,302.95,663838.35
2022-11-18,SELL,TARIL.NS,23339,27.71,646740.81
2022-11-18,SELL,GOLDBEES.NS,269,45.26,12173.72
2022-11-18,BUY,RVNL.NS,10850,60.83,660065.02
2022-11-25,SELL,ANANTRAJ.NS,6780,103.16,699387.47
2022-11-25,BUY,GOLDBEES.NS,439,44.98,19748.19
2022-11-25,BUY,UNIONBANK.NS,9669,69.74,674382.44
2022-12-02,BUY,GOLDBEES.NS,180,45.88,8259.23
2022-12-09,SELL,RVNL.NS,10850,64.82,703267.31
2022-12-09,SELL,GOLDBEES.NS,347,46.11,15998.57
2022-12-09,BUY,UCOBANK.NS,29524,23.17,684162.41
2022-12-16,SELL,KARURVYSYA.NS,8846,89.17,788761.64
2022-12-16,SELL,UNIONBANK.NS,9669,77.22,746519.87
2022-12-16,BUY,GOLDBEES.NS,1154,46.1,53204.72
2022-12-16,BUY,FACT.NS,2740,267.67,733480.15
2022-12-16,BUY,CENTRALBK.NS,20050,36.59,733674.1
2022-12-23,SELL,MAZDOCK.NS,2040,340.85,695273.26
2022-12-23,SELL,COCHINSHIP.NS,2191,238.41,522308.66
2022-12-23,SELL,UCOBANK.NS,29524,28.96,855031.99
2022-12-23,SELL,FACT.NS,2740,242.2,663563.72
2022-12-23,SELL,CENTRALBK.NS,20050,28.8,577395.13
2022-12-23,SELL,GOLDBEES.NS,2366,46.69,110457.49
2022-12-23,BUY,JSL.NS,3135,204.09,639872.2
2022-12-23,BUY,INDIANB.NS,2548,251.12,639914.43
2022-12-23,BUY,APARINDS.NS,395,1616.09,638420.63
2022-12-23,BUY,JINDALSTEL.NS,1229,520.55,639820.51
2022-12-23,BUY,MCX.NS,2104,304.12,639937.91
2022-12-30,SELL,APARINDS.NS,395,1752.27,692077.49
2022-12-30,SELL,JINDALSTEL.NS,1229,576.45,708383.59
2022-12-30,SELL,MCX.NS,2104,305.92,643598.92
2022-12-30,BUY,GOLDBEES.NS,795,46.79,37201.77
2022-12-30,BUY,FACT.NS,1816,372.12,675841.2
2022-12-30,BUY,J&KBANK.NS,12481,54.16,676066.98
2022-12-30,BUY,IOB.NS,21059,32.1,676061.47
2023-01-06,SELL,J&KBANK.NS,12481,52.87,659838.08
2023-01-06,SELL,IOB.NS,21059,30.95,651710.89
2023-01-06,SELL,GOLDBEES.NS,377,47.5,17905.71
2023-01-06,BUY,BANKINDIA.NS,7801,85.82,669579.78
2023-01-06,BUY,RVNL.NS,9601,69.73,669568.08
2023-01-13,SELL,INDIANB.NS,2548,263.88,672300.1
2023-01-13,SELL,FACT.NS,1816,320.24,581503.54
2023-01-13,SELL,GOLDBEES.NS,188,48.23,9066.33
2023-01-13,BUY,J&KBANK.NS,12363,54.31,671446.74
2023-01-13,BUY,MAHABANK.NS,23642,28.4,671446.76
2023-01-20,SELL,BANKINDIA.NS,7801,82.84,646163.94
2023-01-20,SELL,J&KBANK.NS,12363,52.73,651828.49
2023-01-20,SELL,GOLDBEES.NS,259,48.76,12627.58
2023-01-20,BUY,SWANCORP.NS,1843,361.79,666845.83
2023-01-20,BUY,GPIL.NS,1658,402.19,666900.29
2023-01-27,SELL,MAHABANK.NS,23642,24.86,587663.1
2023-01-27,SELL,GOLDBEES.NS,622,48.78,30338.13
2023-01-27,BUY,JWL.NS,5717,111.74,638878.18
2023-02-03,SELL,SWANCORP.NS,1843,272.6,502359.22
2023-02-03,SELL,JWL.NS,5717,104.79,599023.61
2023-02-03,SELL,GOLDBEES.NS,530,49.42,26189.98
2023-02-03,BUY,JINDALSAW.NS,9869,63.11,622875.34
2023-02-03,BUY,GRAVITA.NS,1262,493.37,622691.15
2023-02-10,SELL,RVNL.NS,9601,68.91,661580.31
2023-02-10,BUY,GOLDBEES.NS,299,48.66,14550.79
2023-02-10,BUY,USHAMART.NS,3378,185.55,626840.38
2023-02-17,SELL,GPIL.NS,1658,358.11,593681.97
2023-02-17,BUY,GOLDBEES.NS,53,47.95,2541.6
2023-02-17,BUY,APARINDS.NS,264,2340.61,617983.12
2023-02-24,SELL,GRAVITA.NS,1262,467.75,590235.19
2023-02-24,SELL,USHAMART.NS,3378,176.12,594876.17
2023-02-24,SELL,GOLDBEES.NS,13855,47.78,661925.68
2023-02-24,BUY,ZENTEC.NS,2324,266.35,619061.44
2023-02-24,BUY,PGEL.NS,4633,133.59,618996.15
2023-03-17,SELL,JINDALSAW.NS,9869,75.18,741837.78
2023-03-17,BUY,GOLDBEES.NS,13927,49.75,692937.54
2023-03-17,BUY,USHAMART.NS,3136,206.21,646729.01
2023-03-24,SELL,PGEL.NS,4633,129.94,601930.2
2023-03-24,SELL,GOLDBEES.NS,425,50.9,21630.34
2023-03-24,BUY,SONATSOFTW.NS,1625,394.66,641379.05
2023-03-31,SELL,JSL.NS,3135,284.96,893268.56
2023-03-31,SELL,USHAMART.NS,3136,209.53,657013.91
2023-03-31,BUY,GOLDBEES.NS,333,51.07,17008.01
2023-03-31,BUY,FINCABLES.NS,829,795.32,659383.69
2023-03-31,BUY,POLICYBZR.NS,1032,638.9,659410.76
2023-04-07,SELL,GOLDBEES.NS,46,51.81,2383.02
2023-04-14,SELL,GOLDBEES.NS,138,51.94,7167.0
2023-04-21,BUY,GOLDBEES.NS,176,51.29,9027.94
2023-04-28,SELL,ZENTEC.NS,2324,290.3,674582.9
2023-04-28,BUY,GOLDBEES.NS,75,51.25,3844.13
2023-04-28,BUY,ANURAS.NS,590,1125.4,664054.14
2023-05-05,SELL,GOLDBEES.NS,165,52.5,8661.63
2023-05-12,SELL,APARINDS.NS,264,2625.82,693146.02
2023-05-12,SELL,POLICYBZR.NS,1032,606.45,625793.83
2023-05-12,BUY,GOLDBEES.NS,74,51.91,3841.72
2023-05-12,BUY,GVT&D.NS,3075,217.54,669007.44
2023-05-12,BUY,NEULANDLAB.NS,260,2566.15,667266.01
2023-05-19,SELL,FINCABLES.NS,829,862.12,714622.16
2023-05-19,BUY,GOLDBEES.NS,545,51.44,28037.6
2023-05-19,BUY,ADANIPOWER.NS,14596,47.22,689292.06
2023-05-26,SELL,SONATSOFTW.NS,1625,467.95,760345.65
2023-05-26,SELL,GVT&D.NS,3075,193.81,595916.75
2023-05-26,SELL,GOLDBEES.NS,4,51.33,205.3
2023-05-26,BUY,ADANIGREEN.NS,713,963.35,686937.22
2023-05-26,BUY,ADANIENT.NS,270,2540.86,686102.08
2023-06-02,SELL,GOLDBEES.NS,14352,51.32,736470.98
2023-06-09,SELL,ANURAS.NS,590,1082.2,638433.19
2023-06-09,SELL,ADANIPOWER.NS,14596,55.24,806202.44
2023-06-09,SELL,ADANIENT.NS,270,2447.79,660837.81
2023-06-09,BUY,FORCEMOT.NS,315,2156.45,679350.51
2023-06-09,BUY,TITAGARH.NS,1618,420.85,681004.09
2023-06-09,BUY,SUZLON.NS,48655,14.0,681238.12
2023-06-16,SELL,ADANIGREEN.NS,713,975.05,695141.12
2023-06-16,BUY,MAZDOCK.NS,1200,577.99,693662.99
2023-06-23,SELL,MAZDOCK.NS,1200,570.91,685027.56
2023-06-23,BUY,FACT.NS,1682,414.28,696893.57
2023-07-07,SELL,NEULANDLAB.NS,260,3085.62,802181.89
2023-07-07,BUY,MAZDOCK.NS,1192,643.7,767364.74
2023-07-14,SELL,FACT.NS,1682,492.38,828092.29
2023-07-14,BUY,OLECTRA.NS,592,1372.55,812628.35
2023-07-28,SELL,OLECTRA.NS,592,1176.3,696302.09
2023-07-28,BUY,GOLDBEES.NS,17827,50.67,903384.39
2023-07-28,BUY,ZENTEC.NS,1345,626.74,843049.99
2023-08-04,SELL,GOLDBEES.NS,17827,50.5,900173.47
2023-08-11,SELL,MAZDOCK.NS,1192,847.48,1010090.02
2023-08-11,BUY,JWL.NS,3700,245.32,907776.26
2023-09-01,SELL,FORCEMOT.NS,315,3471.12,1093294.11
2023-09-01,BUY,GOLDBEES.NS,22298,50.37,1123262.55
2023-09-01,BUY,KALYANKJIL.NS,4292,244.24,1048366.82
2023-09-08,SELL,GOLDBEES.NS,22298,50.21,1119470.6
2023-09-15,SELL,JWL.NS,3700,349.58,1293334.67
2023-09-15,BUY,IRFC.NS,13330,75.83,1010944.6
2023-09-22,SELL,ZENTEC.NS,1345,718.76,966631.44
2023-09-22,SELL,KALYANKJIL.NS,4292,214.59,920926.66
2023-09-22,SELL,IRFC.NS,13330,71.77,956606.62
2023-09-22,BUY,IFCI.NS,42895,23.05,988828.59
2023-09-22,BUY,J&KBANK.NS,9462,104.49,988822.72
2023-09-22,BUY,IOB.NS,22548,43.85,988828.64
2023-09-29,SELL,TITAGARH.NS,1618,778.25,1259081.79
2023-09-29,SELL,SUZLON.NS,48655,25.8,1255173.43
2023-09-29,BUY,IRFC.NS,13786,73.16,1008634.28
2023-09-29,BUY,GVT&D.NS,2285,441.31,1008504.3
2023-10-06,SELL,IRFC.NS,13786,71.53,986037.72
2023-10-06,BUY,GMDCLTD.NS,3185,315.13,1003801.78
2023-10-13,SELL,IOB.NS,22548,43.25,975103.48
2023-10-13,SELL,GVT&D.NS,2285,393.26,898508.98
2023-10-13,BUY,ITI.NS,3790,271.1,1027571.77
2023-10-13,BUY,IRFC.NS,14038,73.2,1027742.37
2023-10-20,BUY,GOLDBEES.NS,21106,51.59,1088967.43
2023-10-27,SELL,IFCI.NS,42895,22.05,945740.13
2023-10-27,SELL,J&KBANK.NS,9462,99.45,940876.29
2023-10-27,SELL,GMDCLTD.NS,3185,352.52,1122674.97
2023-10-27,SELL,ITI.NS,3790,272.65,1033240.14
2023-10-27,SELL,IRFC.NS,14038,68.76,965160.35
2023-10-27,SELL,GOLDBEES.NS,930,51.64,48020.4
2023-10-27,BUY,BSE.NS,1579,615.64,972188.55
2023-10-27,BUY,TARIL.NS,11973,81.22,972500.19
2023-10-27,BUY,SUZLON.NS,30294,32.1,972534.6
2023-10-27,BUY,SWANCORP.NS,2634,369.06,972205.91
2023-10-27,BUY,ANGELONE.NS,3982,244.18,972415.95
2023-11-03,BUY,GOLDBEES.NS,755,51.8,39112.91
2023-11-10,BUY,GOLDBEES.NS,918,51.31,47107.29
2023-11-17,BUY,GOLDBEES.NS,1433,51.86,74322.81
2023-11-24,SELL,SWANCORP.NS,2634,421.34,1109704.36
2023-11-24,SELL,GOLDBEES.NS,552,52.15,28783.92
2023-11-24,BUY,MCX.NS,1899,582.48,1106230.82
2023-12-01,BUY,GOLDBEES.NS,60,53.29,3197.72
2023-12-08,SELL,TARIL.NS,11973,94.26,1128472.93
2023-12-08,SELL,GOLDBEES.NS,56,52.94,2964.34
2023-12-08,BUY,ITI.NS,3816,294.3,1123161.06
2023-12-15,BUY,GOLDBEES.NS,399,52.81,21073.3
2023-12-22,SELL,SUZLON.NS,30294,37.25,1128338.65
2023-12-22,SELL,GOLDBEES.NS,301,53.19,16008.59
2023-12-22,BUY,INOXWIND.NS,10003,113.31,1133578.28
2023-12-29,SELL,BSE.NS,1579,734.03,1158911.15
2023-12-29,BUY,GOLDBEES.NS,261,53.66,14006.66
2023-12-29,BUY,GALLANTT.NS,6460,179.02,1156608.44
2024-01-05,SELL,MCX.NS,1899,625.67,1188034.28
2024-01-05,SELL,ITI.NS,3816,311.6,1188946.72
2024-01-05,BUY,GOLDBEES.NS,655,53.14,34810.18
2024-01-05,BUY,SIGNATURE.NS,1115,1055.5,1177000.19
2024-01-05,BUY,WOCKPHARMA.NS,2419,486.8,1177686.93
2024-01-12,SELL,INOXWIND.NS,10003,110.01,1100344.96
2024-01-12,SELL,GOLDBEES.NS,278,52.99,14729.75
2024-01-12,BUY,PRESTIGE.NS,842,1377.64,1160090.33
2024-01-19,SELL,ANGELONE.NS,3982,321.42,1279783.76
2024-01-19,SELL,PRESTIGE.NS,842,1273.51,1072189.43
2024-01-19,SELL,GOLDBEES.NS,913,52.84,48238.1
2024-01-19,BUY,IRFC.NS,7186,154.81,1112545.95
2024-01-19,BUY,HUDCO.NS,7421,149.91,1112558.85
2024-01-26,SELL,GOLDBEES.NS,22557,52.72,1189086.15
2024-02-02,SELL,WOCKPHARMA.NS,2419,443.45,1072598.31
2024-02-02,BUY,GOLDBEES.NS,24372,53.58,1305982.39
2024-02-02,BUY,IFCI.NS,20212,60.3,1218905.46
2024-02-09,SELL,IRFC.NS,7186,148.48,1066858.82
2024-02-09,SELL,GOLDBEES.NS,94,53.05,4986.2
2024-02-09,BUY,INOXWIND.NS,9387,128.05,1202125.58
2024-02-16,SELL,IFCI.NS,20212,54.35,1098412.32
2024-02-16,SELL,GOLDBEES.NS,24278,52.35,1270826.17
2024-02-16,BUY,MRPL.NS,5236,233.73,1223950.78
2024-02-23,SELL,MRPL.NS,5236,238.39,1248073.55
2024-02-23,BUY,OIL.NS,3334,367.78,1226312.94
2024-03-08,SELL,INOXWIND.NS,9387,130.93,1228870.1
2024-03-08,BUY,GOLDBEES.NS,23629,55.44,1310122.73
2024-03-08,BUY,TATAINVEST.NS,1263,967.83,1222488.85
2024-03-15,SELL,GALLANTT.NS,6460,191.62,1237735.07
2024-03-15,SELL,SIGNATURE.NS,1115,1227.7,1368748.56
2024-03-15,SELL,OIL.NS,3334,345.43,1151562.77
2024-03-15,SELL,TATAINVEST.NS,1263,748.89,945753.81
2024-03-15,SELL,GOLDBEES.NS,2501,55.73,139366.79
2024-03-15,BUY,FORCEMOT.NS,168,6504.69,1092897.85
2024-03-15,BUY,OFSS.NS,140,7819.41,1094827.51
2024-03-15,BUY,EIHOTEL.NS,2652,414.27,1098744.24
2024-03-15,BUY,KPIL.NS,1082,1015.54,1098924.53
2024-03-22,SELL,HUDCO.NS,7421,172.24,1278070.47
2024-03-22,BUY,GOLDBEES.NS,200,55.99,11199.12
2024-03-22,BUY,GVT&D.NS,1264,881.63,1114494.08
2024-03-29,SELL,GVT&D.NS,1264,845.69,1068846.04
2024-03-29,BUY,GOLDBEES.NS,62,56.61,3510.17
2024-03-29,BUY,SCHNEIDER.NS,1525,741.05,1130214.24
2024-04-05,BUY,GOLDBEES.NS,281,59.03,16589.09
2024-04-12,SELL,GOLDBEES.NS,903,61.91,55899.14
2024-04-19,SELL,OFSS.NS,140,7032.65,984471.85
2024-04-19,SELL,SCHNEIDER.NS,1525,718.4,1095450.48
2024-04-19,SELL,GOLDBEES.NS,251,62.24,15620.68
2024-04-19,BUY,TARIL.NS,3588,332.09,1191648.21
2024-04-19,BUY,INDUSTOWER.NS,3391,351.4,1191716.54
2024-04-26,SELL,TARIL.NS,3588,313.89,1126141.94
2024-04-26,BUY,GOLDBEES.NS,327,61.33,20056.92
2024-04-26,BUY,JYOTICNC.NS,1477,807.4,1192649.09
2024-05-03,SELL,JYOTICNC.NS,1477,803.1,1186060.05
2024-05-03,BUY,GOLDBEES.NS,328,60.48,19839.42
2024-05-03,BUY,SCHNEIDER.NS,1458,819.55,1195023.37
2024-05-10,SELL,EIHOTEL.NS,2652,482.56,1279614.5
2024-05-10,SELL,GOLDBEES.NS,1021,61.92,63214.0
2024-05-10,BUY,HINDZINC.NS,2386,487.99,1164463.61
2024-05-17,SELL,FORCEMOT.NS,168,8821.87,1481926.46
2024-05-17,SELL,KPIL.NS,1082,1184.41,1281404.82
2024-05-17,BUY,GOLDBEES.NS,843,61.96,52237.5
2024-05-17,BUY,POWERINDIA.NS,109,11076.59,1207469.13
2024-05-17,BUY,ABB.NS,146,8293.42,1210960.82
2024-05-24,BUY,GOLDBEES.NS,1169,60.89,71187.53
2024-05-31,SELL,INDUSTOWER.NS,3391,348.15,1180458.57
2024-05-31,SELL,SCHNEIDER.NS,1458,685.45,999286.18
2024-05-31,SELL,HINDZINC.NS,2386,649.8,1550271.81
2024-05-31,SELL,GOLDBEES.NS,1188,61.29,72805.24
2024-05-31,BUY,COCHINSHIP.NS,624,1922.6,1199820.15
2024-05-31,BUY,TARIL.NS,3429,349.85,1199772.38
2024-05-31,BUY,TECHNOE.NS,854,1403.47,1198686.55
2024-06-07,SELL,ABB.NS,146,7998.1,1167605.49
2024-06-07,SELL,TECHNOE.NS,854,1217.69,1039805.83
2024-06-07,SELL,GOLDBEES.NS,325,61.09,19852.26
2024-06-07,BUY,TEJASNET.NS,919,1280.25,1176665.61
2024-06-07,BUY,GRSE.NS,881,1335.07,1176311.34
2024-06-14,SELL,POWERINDIA.NS,109,11082.79,1207902.89
2024-06-14,SELL,GOLDBEES.NS,20650,60.6,1251264.83
2024-06-14,BUY,TECHNOE.NS,872,1441.37,1257002.24
2024-06-21,SELL,GRSE.NS,881,1621.86,1428713.07
2024-06-21,BUY,GOLDBEES.NS,21913,61.53,1348441.69
2024-06-21,BUY,MAZDOCK.NS,656,1916.13,1257109.94
2024-06-28,SELL,TARIL.NS,3429,361.28,1238688.6
2024-06-28,SELL,GOLDBEES.NS,21913,60.63,1328452.35
2024-06-28,BUY,GRSE.NS,619,2070.51,1281775.07
2024-07-05,BUY,GOLDBEES.NS,25215,61.48,1550373.21
2024-07-12,SELL,GOLDBEES.NS,557,61.89,34469.28
2024-07-19,SELL,COCHINSHIP.NS,624,2510.49,1566386.36
2024-07-19,SELL,MAZDOCK.NS,656,2524.55,1655940.82
2024-07-19,SELL,GOLDBEES.NS,1068,62.41,66647.21
2024-07-19,BUY,RVNL.NS,2266,606.29,1373985.63
2024-07-19,BUY,EMAMILTD.NS,1786,769.23,1373975.81
2024-07-26,SELL,TEJASNET.NS,919,1293.9,1188974.32
2024-07-26,SELL,GRSE.NS,619,2182.61,1350903.12
2024-07-26,SELL,RVNL.NS,2266,545.63,1236283.77
2024-07-26,SELL,GOLDBEES.NS,23590,59.99,1415022.62
2024-07-26,BUY,PGEL.NS,3030,441.26,1337156.16
2024-07-26,BUY,IFCI.NS,16058,83.28,1337443.95
2024-07-26,BUY,PTCIL.NS,95,13990.7,1329249.43
2024-08-09,SELL,IFCI.NS,16058,70.73,1135668.82
2024-08-09,BUY,GRAVITA.NS,724,1799.63,1303064.8
2024-08-16,SELL,TECHNOE.NS,872,1629.97,1421194.34
2024-08-16,BUY,NEULANDLAB.NS,117,11655.5,1363829.64
2024-08-23,SELL,PTCIL.NS,95,13360.0,1269073.08
2024-08-23,BUY,AIIL.NS,4064,342.54,1392225.15
2024-08-30,SELL,EMAMILTD.NS,1786,782.11,1396716.27
2024-08-30,BUY,GOLDBEES.NS,24642,60.66,1494933.19
2024-08-30,BUY,PCBL.NS,2945,473.6,1394880.44
2024-09-06,BUY,GOLDBEES.NS,447,60.66,27117.73
2024-09-13,BUY,GOLDBEES.NS,317,61.64,19541.83
2024-09-20,SELL,GOLDBEES.NS,82,62.43,5118.75
2024-09-27,BUY,GOLDBEES.NS,588,63.48,37329.97
2024-10-04,SELL,GRAVITA.NS,724,2360.56,1708872.99
2024-10-04,SELL,GOLDBEES.NS,1137,63.99,72749.36
2024-10-04,BUY,RPOWER.NS,29042,50.95,1479837.89
2024-10-11,SELL,PCBL.NS,2945,492.68,1450796.32
2024-10-11,SELL,RPOWER.NS,29042,44.23,1284399.19
2024-10-11,BUY,GOLDBEES.NS,76,63.54,4829.52
2024-10-11,BUY,BSE.NS,986,1494.1,1473334.23
2024-10-11,BUY,SARDAEN.NS,2957,498.25,1473470.96
2024-10-18,SELL,NEULANDLAB.NS,117,14073.0,1646375.89
2024-10-18,SELL,BSE.NS,986,1420.45,1400426.97
2024-10-18,SELL,GOLDBEES.NS,609,65.18,39690.65
2024-10-18,BUY,MOTILALOFS.NS,1455,1013.55,1474858.0
2024-10-18,BUY,JUBLPHARMA.NS,1255,1174.63,1474308.38
2024-10-25,SELL,PGEL.NS,3030,565.75,1714052.93
2024-10-25,SELL,AIIL.NS,4064,321.65,1307068.99
2024-10-25,SELL,MOTILALOFS.NS,1455,858.32,1248731.7
2024-10-25,SELL,JUBLPHARMA.NS,1255,1053.85,1322445.02
2024-10-25,SELL,GOLDBEES.NS,1988,65.45,130101.58
2024-10-25,BUY,MCX.NS,1051,1292.57,1358630.46
2024-10-25,BUY,PAYTM.NS,1826,744.45,1359501.66
2024-10-25,BUY,AMBER.NS,220,6171.2,1357799.81
2024-10-25,BUY,PPLPHARMA.NS,5565,244.27,1359508.11
2024-11-01,SELL,SARDAEN.NS,2957,454.31,1343259.6
2024-11-01,BUY,GOLDBEES.NS,75,66.92,5019.5
2024-11-01,BUY,BSE.NS,940,1483.21,1394352.42
2024-11-08,BUY,GOLDBEES.NS,1050,65.0,68256.82
2024-11-15,SELL,MCX.NS,1051,1185.6,1245943.02
2024-11-15,SELL,PPLPHARMA.NS,5565,258.28,1437199.4
2024-11-15,SELL,GOLDBEES.NS,23379,61.79,1444443.97
2024-11-15,BUY,RAINBOW.NS,819,1646.47,1348593.95
2024-11-15,BUY,NEULANDLAB.NS,86,15577.35,1339786.12
2024-11-22,BUY,GOLDBEES.NS,22729,65.33,1485034.1
2024-11-29,BUY,GOLDBEES.NS,439,64.29,28226.13
2024-12-06,SELL,AMBER.NS,220,5806.45,1277291.3
2024-12-06,SELL,RAINBOW.NS,819,1639.68,1342766.67
2024-12-06,SELL,GOLDBEES.NS,23168,63.99,1482372.11
2024-12-06,BUY,CARTRADE.NS,997,1452.15,1447938.35
