Date,Action,Ticker,Shares,Price,Total Value
2019-06-21,BUY,TATACONSUM.NS,367,250.05,91775.92
2019-06-21,BUY,AAVAS.NS,63,1451.05,91425.29
2019-06-28,SELL,GODREJPROP.NS,102,1002.3,102224.38
2019-06-28,BUY,GOLDBEES.NS,78,29.98,2338.63
2019-06-28,BUY,ATGL.NS,560,169.11,94710.75
2019-07-05,SELL,GOLDBEES.NS,68,30.25,2056.52
2019-07-12,SELL,ATGL.NS,560,162.25,90850.7
2019-07-12,BUY,GOLDBEES.NS,1,30.33,30.33
2019-07-12,BUY,ADANIGREEN.NS,1896,49.55,93956.19
2019-07-19,SELL,ADANIGREEN.NS,1896,45.8,86828.11
2019-07-19,SELL,GOLDBEES.NS,74,31.18,2307.35
2019-07-19,BUY,GRSE.NS,850,111.07,94415.39
2019-07-26,SELL,INTELLECT.NS,347,226.27,78507.63
2019-07-26,SELL,GOLDBEES.NS,38,30.68,1165.89
2019-07-26,BUY,ADANIPOWER.NS,7303,12.58,91880.93
2019-08-02,SELL,AAVAS.NS,63,1467.85,92465.3
2019-08-02,SELL,GOLDBEES.NS,43,31.27,1344.48
2019-08-02,BUY,RITES.NS,1055,87.5,92318.73
2019-08-09,SELL,GRSE.NS,850,112.49,95606.26
2019-08-09,SELL,GOLDBEES.NS,105,32.73,3435.83
2019-08-09,BUY,HDFCLIFE.NS,180,518.81,93395.02
2019-08-16,SELL,ADANIPOWER.NS,7303,11.87,86677.94
2019-08-16,SELL,GOLDBEES.NS,21,32.9,690.89
2019-08-16,BUY,NH.NS,393,237.1,93187.72
2019-08-23,SELL,RITES.NS,1055,79.46,83824.35
2019-08-23,SELL,NH.NS,393,225.89,88764.8
2019-08-23,SELL,GOLDBEES.NS,97,33.09,3209.55
2019-08-23,BUY,TRENT.NS,192,471.48,90533.72
2019-08-23,BUY,APOLLOHOSP.NS,64,1411.69,90357.24
2019-08-30,SELL,TATACONSUM.NS,367,266.0,97610.7
2019-08-30,BUY,GOLDBEES.NS,94,33.8,3177.47
2019-08-30,BUY,ZYDUSWELL.NS,295,323.75,95517.09
2019-09-06,SELL,APOLLOHOSP.NS,64,1469.84,94060.31
2019-09-06,BUY,GOLDBEES.NS,11,33.52,368.81
2019-09-06,BUY,NAM-INDIA.NS,404,235.79,95268.57
2019-09-13,BUY,GOLDBEES.NS,37,33.12,1225.69
2019-09-20,SELL,TRENT.NS,192,486.38,93375.21
2019-09-20,SELL,NAM-INDIA.NS,404,211.49,85433.26
2019-09-20,BUY,GOLDBEES.NS,59,32.82,1936.46
2019-09-20,BUY,GRSE.NS,724,132.95,96265.54
2019-09-20,BUY,BBTC.NS,77,1247.48,96065.86
2019-09-27,BUY,GOLDBEES.NS,65,33.02,2146.61
2019-10-04,SELL,ZYDUSWELL.NS,295,315.53,93073.09
2019-10-04,SELL,BBTC.NS,77,1071.49,82496.51
2019-10-04,SELL,GOLDBEES.NS,162,33.64,5449.22
2019-10-04,BUY,INDIAMART.NS,103,923.41,95120.64
2019-10-04,BUY,BPCL.NS,578,165.31,95560.89
2019-10-11,BUY,GOLDBEES.NS,33,33.66,1110.94
2019-10-18,SELL,HDFCLIFE.NS,180,599.28,107859.19
2019-10-18,SELL,INDIAMART.NS,103,972.0,100105.93
2019-10-18,BUY,GOLDBEES.NS,63,33.76,2127.28
2019-10-18,BUY,ADANIGREEN.NS,1105,89.6,99017.9
2019-10-18,BUY,BERGEPAINT.NS,245,403.83,98949.0
2019-10-25,BUY,GOLDBEES.NS,9,34.28,308.56
2019-11-01,BUY,GOLDBEES.NS,145,34.18,4956.6
2019-11-08,SELL,GOLDBEES.NS,3296,33.5,110419.79
2019-11-15,SELL,BERGEPAINT.NS,245,394.32,96599.95
2019-11-15,BUY,SCI.NS,2006,53.61,107544.3
2019-11-22,SELL,SCI.NS,2006,56.42,113177.02
2019-11-22,BUY,GOLDBEES.NS,3543,33.71,119435.85
2019-11-22,BUY,AFFLE.NS,329,337.83,111157.18
2019-11-29,SELL,GRSE.NS,724,183.51,132845.65
2019-11-29,SELL,GOLDBEES.NS,3543,33.41,118372.2
2019-11-29,BUY,TATACOMM.NS,272,413.2,112400.8
2019-12-06,SELL,HDFCAMC.NS,108,1431.99,154639.1
2019-12-06,SELL,BPCL.NS,578,156.64,90528.87
2019-12-06,SELL,AFFLE.NS,329,293.81,96653.82
2019-12-06,SELL,TATACOMM.NS,272,366.97,99806.3
2019-12-06,BUY,POLYCAB.NS,107,979.34,104799.97
2019-12-06,BUY,JBMA.NS,2238,47.17,105583.15
2019-12-06,BUY,ADANIENT.NS,516,204.55,105557.97
2019-12-06,BUY,PFIZER.NS,28,3768.15,105518.71
2019-12-20,SELL,PFIZER.NS,28,3726.54,104332.8
2019-12-20,BUY,SCI.NS,1896,57.53,109095.34
2019-12-27,BUY,GOLDBEES.NS,3507,34.15,119776.03
2020-01-03,BUY,GOLDBEES.NS,85,35.4,3009.3
2020-01-10,SELL,JBMA.NS,2238,53.67,120110.15
2020-01-10,SELL,ADANIENT.NS,516,207.12,106865.65
2020-01-10,SELL,SCI.NS,1896,54.62,103554.13
2020-01-10,BUY,GOLDBEES.NS,152,34.95,5312.93
2020-01-10,BUY,GPIL.NS,2024,60.34,122143.53
2020-01-10,BUY,SAMMAANCAP.NS,471,259.03,122016.58
2020-01-10,BUY,JINDALSTEL.NS,701,174.19,122118.17
2020-01-17,SELL,ADANIGREEN.NS,1105,188.65,208437.4
2020-01-17,SELL,GOLDBEES.NS,151,34.95,5276.92
2020-01-17,BUY,PGEL.NS,15375,7.62,117233.06
2020-01-24,SELL,POLYCAB.NS,107,985.04,105388.71
2020-01-24,SELL,PGEL.NS,15375,7.14,109759.2
2020-01-24,SELL,GOLDBEES.NS,49,35.4,1734.43
2020-01-24,BUY,JPPOWER.NS,61641,1.9,117129.61
2020-01-24,BUY,AUBANK.NS,219,532.69,116669.91
2020-01-31,SELL,GPIL.NS,2024,49.56,100302.4
2020-01-31,SELL,GOLDBEES.NS,70,35.87,2510.65
2020-01-31,BUY,DIXON.NS,125,927.67,115970.45
2020-02-07,SELL,JPPOWER.NS,61641,1.95,120187.93
2020-02-07,BUY,GOLDBEES.NS,36,35.7,1285.33
2020-02-07,BUY,ADANIGREEN.NS,549,213.0,116948.69
2020-02-14,SELL,ADANIGREEN.NS,549,206.8,113521.85
2020-02-14,SELL,GOLDBEES.NS,43,35.85,1541.4
2020-02-14,BUY,IRCTC.NS,392,295.46,115829.97
2020-02-21,SELL,SAMMAANCAP.NS,471,283.92,133713.67
2020-02-21,SELL,JINDALSTEL.NS,701,190.7,133670.71
2020-02-21,BUY,GOLDBEES.NS,71,36.82,2614.48
2020-02-21,BUY,GRAVITA.NS,1907,63.74,121566.16
2020-02-21,BUY,AMBER.NS,74,1637.45,121183.56
2020-02-28,SELL,DIXON.NS,125,763.0,95364.86
2020-02-28,SELL,IRCTC.NS,392,332.54,130342.65
2020-02-28,SELL,GRAVITA.NS,1907,51.27,97757.99
2020-02-28,SELL,AMBER.NS,74,1369.28,101316.45
2020-02-28,SELL,GOLDBEES.NS,329,37.37,12293.5
2020-02-28,BUY,NAVINFLUOR.NS,79,1399.19,110546.73
2020-02-28,BUY,TRENT.NS,152,732.05,111282.61
2020-02-28,BUY,AJANTPHARM.NS,129,867.48,111916.08
2020-02-28,BUY,POLYMED.NS,380,294.24,111822.92
2020-03-06,SELL,TRENT.NS,152,688.95,104710.31
2020-03-06,SELL,GOLDBEES.NS,106,39.05,4138.89
2020-03-06,BUY,DEEPAKNTR.NS,223,505.29,112691.06
2020-03-13,SELL,AUBANK.NS,219,479.18,104929.63
2020-03-13,SELL,NAVINFLUOR.NS,79,1326.31,104767.66
2020-03-13,SELL,AJANTPHARM.NS,129,793.08,102296.93
2020-03-13,SELL,POLYMED.NS,380,268.46,102004.37
2020-03-13,SELL,DEEPAKNTR.NS,223,456.32,101749.01
2020-03-13,SELL,GOLDBEES.NS,101,36.62,3698.25
2020-03-13,BUY,JBCHEPHARM.NS,380,269.51,102424.1
2020-03-13,BUY,ALKEM.NS,45,2272.0,102250.05
2020-03-13,BUY,COROMANDEL.NS,184,557.51,102591.97
2020-03-13,BUY,BAYERCROP.NS,28,3648.55,102169.68
2020-03-13,BUY,PIDILITIND.NS,137,743.79,101908.76
2020-03-20,SELL,JBCHEPHARM.NS,380,240.01,91193.64
2020-03-20,SELL,ALKEM.NS,45,2210.58,99466.18
2020-03-20,SELL,COROMANDEL.NS,184,515.54,94849.89
2020-03-20,SELL,BAYERCROP.NS,28,3011.28,84307.32
2020-03-20,SELL,PIDILITIND.NS,137,732.92,100400.64
2020-03-20,SELL,GOLDBEES.NS,3002,36.11,108391.38
2020-03-20,BUY,INDIACEM.NS,997,96.9,96621.34
2020-03-20,BUY,IPCALAB.NS,143,675.12,96551.45
2020-03-20,BUY,ABBOTINDIA.NS,7,13521.2,94657.89
2020-03-20,BUY,ZYDUSLIFE.NS,355,272.27,96666.73
2020-03-20,BUY,GOLDBEES.NS,2677,36.11,96676.14
2020-03-27,SELL,IPCALAB.NS,143,611.18,87389.89
2020-03-27,SELL,ABBOTINDIA.NS,7,12979.23,90845.51
2020-03-27,SELL,ZYDUSLIFE.NS,355,243.72,86513.63
2020-03-27,BUY,GOLDBEES.NS,2659,38.17,101504.17
2020-03-27,BUY,HINDUNILVR.NS,48,1934.27,92854.38
2020-03-27,BUY,NESTLEIND.NS,134,705.98,94610.75
2020-03-27,BUY,ZFCVINDIA.NS,15,6207.53,93122.28
2020-04-03,SELL,NESTLEIND.NS,134,705.8,94567.09
2020-04-03,SELL,ZFCVINDIA.NS,15,6134.31,92005.51
2020-04-03,SELL,GOLDBEES.NS,34,38.79,1318.73
2020-04-03,BUY,ABBOTINDIA.NS,6,14506.34,87046.73
2020-04-03,BUY,IPCALAB.NS,139,680.15,94550.17
2020-04-10,BUY,GOLDBEES.NS,47,40.79,1917.32
2020-04-17,SELL,GOLDBEES.NS,107,42.47,4543.84
2020-04-24,SELL,GOLDBEES.NS,20,42.69,853.71
2020-05-01,SELL,HINDUNILVR.NS,48,1983.48,95197.3
2020-05-01,BUY,GOLDBEES.NS,28,42.57,1192.08
2020-05-01,BUY,PATANJALI.NS,760,134.48,102218.77
2020-05-08,BUY,GOLDBEES.NS,110,41.51,4566.56
2020-05-15,BUY,GOLDBEES.NS,182,41.8,7608.36
2020-05-22,SELL,ABBOTINDIA.NS,6,15069.14,90405.8
2020-05-22,SELL,PATANJALI.NS,760,187.28,142318.96
2020-05-22,SELL,GOLDBEES.NS,40,41.65,1665.83
2020-05-22,BUY,CIPLA.NS,178,615.82,109627.21
2020-05-22,BUY,IDEA.NS,19972,5.5,109856.98
2020-05-29,SELL,IPCALAB.NS,139,733.68,101971.36
2020-05-29,BUY,GOLDBEES.NS,67,40.99,2746.6
2020-05-29,BUY,AUROPHARMA.NS,153,720.58,110259.25
2020-06-05,SELL,GOLDBEES.NS,2677,41.19,110254.6
2020-06-05,BUY,GOLDBEES.NS,296,41.19,12193.46
2020-06-05,BUY,PATANJALI.NS,515,237.78,122470.76
2020-06-12,SELL,IDEA.NS,19972,10.15,202695.52
2020-06-12,BUY,GOLDBEES.NS,63,41.8,2633.66
2020-06-12,BUY,ADANIGREEN.NS,377,336.4,126835.48
2020-06-19,SELL,INDIACEM.NS,997,128.35,127951.0
2020-06-19,SELL,CIPLA.NS,178,612.79,109065.27
2020-06-19,BUY,GOLDBEES.NS,279,41.74,11646.63
2020-06-19,BUY,TATACOMM.NS,251,547.14,137345.62
2020-06-19,BUY,JPPOWER.NS,85954,1.6,137540.15
2020-06-26,SELL,ADANIGREEN.NS,377,397.55,149861.36
2020-06-26,BUY,GOLDBEES.NS,197,42.33,8339.84
2020-06-26,BUY,RPOWER.NS,37759,3.9,147274.83
2020-07-03,SELL,PATANJALI.NS,515,382.43,196932.16
2020-07-03,BUY,GOLDBEES.NS,11,42.2,464.25
2020-07-03,BUY,SUZLON.NS,27651,5.33,147274.03
2020-07-10,SELL,RPOWER.NS,37759,3.9,147245.38
2020-07-10,SELL,SUZLON.NS,27651,4.73,130742.99
2020-07-10,SELL,GOLDBEES.NS,230,43.2,9935.01
2020-07-10,BUY,SAMMAANCAP.NS,715,197.66,141342.54
2020-07-10,BUY,JUBLPHARMA.NS,277,509.33,141097.15
2020-07-17,SELL,AUROPHARMA.NS,153,808.42,123675.89
2020-07-17,SELL,JPPOWER.NS,85954,1.8,154701.72
2020-07-17,SELL,GOLDBEES.NS,50,42.88,2143.79
2020-07-17,BUY,JINDALSTEL.NS,794,174.29,138397.61
2020-07-17,BUY,EIDPARRY.NS,497,278.3,138328.67
2020-07-24,SELL,TATACOMM.NS,251,590.49,148197.39
2020-07-24,SELL,SAMMAANCAP.NS,715,181.42,129700.64
2020-07-24,SELL,GOLDBEES.NS,152,44.92,6827.16
2020-07-24,BUY,BLS.NS,7153,19.37,138602.31
2020-07-24,BUY,JPPOWER.NS,69303,2.0,138619.86
2020-07-31,SELL,BLS.NS,7153,18.99,135796.13
2020-07-31,SELL,GOLDBEES.NS,24,47.14,1131.25
2020-07-31,BUY,INTELLECT.NS,918,157.19,144313.86
2020-08-07,BUY,GOLDBEES.NS,125,49.17,6146.86
2020-08-14,SELL,JUBLPHARMA.NS,277,579.81,160592.51
2020-08-14,BUY,GOLDBEES.NS,260,46.32,12044.4
2020-08-14,BUY,BLS.NS,5706,27.79,158572.14
2020-08-21,SELL,JINDALSTEL.NS,794,220.48,175046.77
2020-08-21,SELL,EIDPARRY.NS,497,272.21,135274.41
2020-08-21,BUY,GOLDBEES.NS,67,45.72,3063.55
2020-08-21,BUY,CGPOWER.NS,9574,16.65,159376.69
2020-08-21,BUY,POONAWALLA.NS,4501,35.4,159358.02
2020-08-28,SELL,JPPOWER.NS,69303,2.75,190564.19
2020-08-28,SELL,BLS.NS,5706,25.14,143441.35
2020-08-28,BUY,GOLDBEES.NS,194,45.1,8750.27
2020-08-28,BUY,LAURUSLABS.NS,724,228.1,165161.14
2020-08-28,BUY,NEULANDLAB.NS,174,948.78,165104.28
2020-09-04,SELL,POONAWALLA.NS,4501,34.02,153095.52
2020-09-04,SELL,GOLDBEES.NS,3928,44.72,175642.6
2020-09-04,BUY,BSOFT.NS,1049,156.85,164547.64
2020-09-25,SELL,CGPOWER.NS,9574,21.49,205682.47
2020-09-25,SELL,LAURUSLABS.NS,724,260.35,188473.54
2020-09-25,SELL,NEULANDLAB.NS,174,1059.48,184331.89
2020-09-25,BUY,INDIAMART.NS,67,2537.76,170046.63
2020-09-25,BUY,FSL.NS,2715,63.12,171385.69
2020-09-25,BUY,PERSISTENT.NS,293,583.34,170935.06
2020-10-23,SELL,FSL.NS,2715,64.03,173836.45
2020-10-23,SELL,PERSISTENT.NS,293,560.71,164273.02
2020-10-23,BUY,CGPOWER.NS,6836,25.63,175255.2
2020-10-23,BUY,PGEL.NS,16591,10.56,175249.99
2020-10-30,SELL,INTELLECT.NS,918,234.73,215457.14
2020-10-30,SELL,BSOFT.NS,1049,166.98,175145.94
2020-10-30,BUY,ADANIGREEN.NS,206,856.4,176436.05
2020-10-30,BUY,TTML.NS,23752,7.45,176970.09
2020-11-06,SELL,TTML.NS,23752,7.05,167434.86
2020-11-06,BUY,GOLDBEES.NS,4174,45.61,190395.18
2020-11-06,BUY,BLUEDART.NS,48,3641.85,174826.44
2020-11-13,SELL,GOLDBEES.NS,4174,44.34,185056.65
2020-11-20,SELL,INDIAMART.NS,67,2412.75,161638.07
2020-11-20,SELL,CGPOWER.NS,6836,33.88,231601.18
2020-11-20,SELL,PGEL.NS,16591,12.88,213589.84
2020-11-20,BUY,TTML.NS,25491,7.6,193750.97
2020-11-20,BUY,ATGL.NS,561,344.8,193452.05
2020-11-20,BUY,TEJASNET.NS,1877,103.18,193686.58
2020-11-27,SELL,TTML.NS,25491,7.3,186065.7
2020-11-27,BUY,PGEL.NS,13338,14.44,192672.28
2020-12-04,SELL,BLUEDART.NS,48,3833.43,183986.1
2020-12-04,BUY,CGPOWER.NS,4050,49.39,200058.26
2020-12-11,SELL,ADANIGREEN.NS,206,1041.5,214527.55
2020-12-11,SELL,CGPOWER.NS,4050,44.06,178416.26
2020-12-11,BUY,TTML.NS,25036,8.0,200308.03
2020-12-11,BUY,TARIL.NS,19313,10.37,200309.32
2020-12-25,SELL,TEJASNET.NS,1877,129.48,243018.21
2020-12-25,BUY,ACE.NS,1456,134.18,195380.47
2021-01-01,SELL,PGEL.NS,13338,13.77,183638.41
2021-01-01,SELL,TARIL.NS,19313,9.97,192548.05
2021-01-01,BUY,SUZLON.NS,31641,6.15,194675.94
2021-01-01,BUY,SAIL.NS,3077,63.24,194618.58
2021-01-08,BUY,GOLDBEES.NS,4953,43.83,217111.71
2021-01-15,SELL,ACE.NS,1456,130.61,190149.63
2021-01-15,SELL,SUZLON.NS,31641,6.11,193184.49
2021-01-15,SELL,SAIL.NS,3077,59.55,183218.34
2021-01-15,SELL,GOLDBEES.NS,4953,43.03,213106.27
2021-01-15,BUY,OLECTRA.NS,1461,137.35,200687.4
2021-01-15,BUY,J&KBANK.NS,7260,27.65,200790.18
2021-01-15,BUY,HFCL.NS,6356,31.59,200799.44
2021-01-29,SELL,J&KBANK.NS,7260,26.13,189655.01
2021-01-29,SELL,HFCL.NS,6356,28.62,181879.09
2021-01-29,BUY,ANANTRAJ.NS,5394,40.61,219077.41
2021-01-29,BUY,TRIDENT.NS,16307,13.43,219092.4
2021-02-05,SELL,ATGL.NS,561,381.55,214029.18
2021-02-05,SELL,TRIDENT.NS,16307,13.06,213005.85
2021-02-05,BUY,NCC.NS,3134,77.36,242464.34
2021-02-05,BUY,IIFL.NS,1259,192.53,242423.83
2021-02-12,SELL,TTML.NS,25036,17.0,425569.44
2021-02-12,SELL,NCC.NS,3134,78.52,246064.5
2021-02-12,BUY,GRAPHITE.NS,622,380.77,236863.76
2021-02-12,BUY,POONAWALLA.NS,2440,97.11,236964.44
2021-02-19,SELL,ANANTRAJ.NS,5394,43.24,233190.65
2021-02-19,SELL,IIFL.NS,1259,208.13,262014.22
2021-02-19,BUY,HINDCOPPER.NS,2934,83.53,245102.51
2021-02-19,BUY,INDIANB.NS,1971,124.34,245100.31
2021-03-05,SELL,INDIANB.NS,1971,121.63,239709.11
2021-03-05,BUY,IIFL.NS,949,282.89,268488.95
2021-03-12,SELL,HINDCOPPER.NS,2934,129.79,380766.74
2021-03-12,BUY,PGEL.NS,6244,45.23,282446.29
2021-03-19,SELL,POONAWALLA.NS,2440,115.45,281670.75
2021-03-19,SELL,PGEL.NS,6244,38.69,241558.24
2021-03-19,BUY,INTELLECT.NS,401,662.09,265525.14
2021-03-19,BUY,ANANTRAJ.NS,4935,53.83,265698.73
2021-03-26,SELL,IIFL.NS,949,267.53,253861.88
2021-03-26,BUY,ATGL.NS,286,904.27,258646.9
2021-04-09,SELL,ANANTRAJ.NS,4935,52.74,260269.17
2021-04-09,BUY,GOLDBEES.NS,7579,40.45,306601.21
2021-04-09,BUY,ADANIENT.NS,238,1198.49,285268.88
2021-04-16,SELL,OLECTRA.NS,1461,193.92,283283.9
2021-04-16,SELL,GOLDBEES.NS,286,40.83,11676.21
2021-04-16,BUY,HINDCOPPER.NS,1920,144.76,277960.8
2021-04-23,SELL,HINDCOPPER.NS,1920,134.41,258034.81
2021-04-23,SELL,GOLDBEES.NS,92,41.52,3819.46
2021-04-23,BUY,LINDEINDIA.NS,151,1843.13,278341.05
2021-04-30,BUY,GOLDBEES.NS,240,40.59,9742.57
2021-05-07,BUY,GOLDBEES.NS,388,41.24,16002.72
2021-05-14,SELL,INTELLECT.NS,401,707.82,283806.31
2021-05-14,SELL,ATGL.NS,286,1191.54,340747.59
2021-05-14,SELL,LINDEINDIA.NS,151,1696.83,256195.55
2021-05-14,SELL,GOLDBEES.NS,476,41.49,19747.27
2021-05-14,BUY,HINDCOPPER.NS,1713,166.19,284705.12
2021-05-14,BUY,RPOWER.NS,41877,6.8,284792.08
2021-05-14,BUY,ANGELONE.NS,4765,59.76,284778.31
2021-05-21,SELL,HINDCOPPER.NS,1713,164.24,281318.94
2021-05-21,BUY,GOLDBEES.NS,218,42.17,9193.98
2021-05-21,BUY,ATGL.NS,222,1336.95,296833.55
2021-05-28,BUY,GOLDBEES.NS,148,42.22,6249.19
2021-06-04,BUY,GOLDBEES.NS,969,42.12,40818.36
2021-06-11,SELL,GRAPHITE.NS,622,675.07,419852.16
2021-06-11,BUY,GOLDBEES.NS,253,42.63,10786.47
2021-06-11,BUY,GPIL.NS,1155,307.82,355565.48
2021-06-18,SELL,ADANIENT.NS,238,1483.9,353131.84
2021-06-18,SELL,ANGELONE.NS,4765,72.63,346034.02
2021-06-18,SELL,ATGL.NS,222,1256.81,278983.72
2021-06-18,SELL,GPIL.NS,1155,324.67,374953.34
2021-06-18,SELL,GOLDBEES.NS,8941,40.96,366186.73
2021-06-18,BUY,JPPOWER.NS,60927,5.85,356458.59
2021-06-18,BUY,ELECON.NS,5208,68.43,356420.79
2021-06-18,BUY,TTML.NS,11743,30.35,356435.69
2021-06-18,BUY,JUBLINGREA.NS,673,529.61,356462.38
2021-06-25,SELL,RPOWER.NS,41877,15.05,630185.83
2021-06-25,SELL,JPPOWER.NS,60927,5.55,338111.05
2021-06-25,BUY,HFCL.NS,5645,64.07,361706.32
2021-06-25,BUY,JWL.NS,11751,30.78,361693.65
2021-07-09,SELL,TTML.NS,11743,46.45,545407.81
2021-07-09,BUY,ANGELONE.NS,4648,87.53,406888.03
2021-07-16,SELL,HFCL.NS,5645,79.47,448549.17
2021-07-16,BUY,GOLDBEES.NS,10720,41.85,448676.85
2021-07-16,BUY,NEWGEN.NS,1238,338.16,418679.49
2021-07-23,SELL,ELECON.NS,5208,69.06,359633.67
2021-07-23,SELL,JWL.NS,11751,32.76,384951.76
2021-07-23,SELL,NEWGEN.NS,1238,291.38,360690.45
2021-07-23,SELL,GOLDBEES.NS,10720,41.36,443334.87
2021-07-23,BUY,JSWENERGY.NS,1758,233.5,410537.03
2021-07-23,BUY,FSL.NS,2066,198.65,410456.06
2021-07-23,BUY,FLUOROCHEM.NS,260,1573.32,409103.9
2021-07-30,SELL,JUBLINGREA.NS,673,569.18,383021.27
2021-07-30,SELL,ANGELONE.NS,4648,108.09,502332.67
2021-07-30,SELL,FSL.NS,2066,175.22,361968.98
2021-07-30,BUY,GOLDBEES.NS,10277,41.92,430854.9
2021-07-30,BUY,BSE.NS,3086,130.29,402110.79
2021-07-30,BUY,GRAVITA.NS,2218,181.25,402062.42
2021-07-30,BUY,REDINGTON.NS,2826,142.27,402101.28
2021-08-06,SELL,GOLDBEES.NS,10277,41.3,424397.65
2021-08-13,SELL,BSE.NS,3086,120.94,373189.13
2021-08-13,BUY,TEJASNET.NS,957,416.0,398156.28
2021-08-20,SELL,GRAVITA.NS,2218,184.09,408269.83
2021-08-20,SELL,TEJASNET.NS,957,361.1,345540.08
2021-08-20,BUY,ECLERX.NS,509,750.81,382201.16
2021-08-20,BUY,TITAGARH.NS,4149,92.18,382497.47
2021-08-27,SELL,REDINGTON.NS,2826,132.73,375055.73
2021-08-27,BUY,GRAVITA.NS,2060,188.64,388628.17
2021-09-10,SELL,FLUOROCHEM.NS,260,1635.13,425090.34
2021-09-10,SELL,ECLERX.NS,509,732.42,372762.66
2021-09-10,BUY,TEJASNET.NS,875,448.09,392117.39
2021-09-10,BUY,ZENTEC.NS,1917,204.54,392149.57
2021-09-17,SELL,ZENTEC.NS,1917,193.37,370661.14
2021-09-17,BUY,BLS.NS,5321,74.6,397006.63
2021-09-24,SELL,TITAGARH.NS,4149,93.38,387387.46
2021-09-24,SELL,BLS.NS,5321,56.35,299794.9
2021-09-24,BUY,ZENTEC.NS,1910,204.34,390336.61
2021-09-24,BUY,OLECTRA.NS,934,417.74,390207.8
2021-10-01,SELL,GRAVITA.NS,2060,193.38,398317.03
2021-10-01,BUY,IRCTC.NS,570,725.78,413734.07
2021-10-15,BUY,GOLDBEES.NS,11919,41.52,494926.37
2021-10-22,SELL,TEJASNET.NS,875,440.27,385195.5
2021-10-22,SELL,IRCTC.NS,570,884.37,504039.51
2021-10-22,SELL,GOLDBEES.NS,728,41.29,30056.11
2021-10-22,BUY,TRIDENT.NS,11233,38.39,431328.04
2021-10-22,BUY,CGPOWER.NS,3035,142.1,431320.44
2021-10-29,SELL,JSWENERGY.NS,1758,340.98,599386.88
2021-10-29,SELL,ZENTEC.NS,1910,209.28,399686.52
2021-10-29,SELL,GOLDBEES.NS,305,41.5,12656.23
2021-10-29,BUY,ATGL.NS,293,1437.85,421330.96
2021-10-29,BUY,TRITURBINE.NS,2269,185.84,421715.27
2021-11-05,BUY,GOLDBEES.NS,588,41.36,24322.11
2021-11-12,BUY,GOLDBEES.NS,436,42.45,18510.05
2021-11-19,SELL,TRITURBINE.NS,2269,175.77,398789.22
2021-11-19,BUY,GOLDBEES.NS,149,42.61,6349.52
2021-11-19,BUY,TTML.NS,5991,80.05,479627.53
2021-11-26,SELL,ATGL.NS,293,1643.77,481575.27
2021-11-26,BUY,GOLDBEES.NS,1132,41.77,47288.37
2021-11-26,BUY,JBMA.NS,2850,180.44,514292.65
2021-12-03,SELL,TRIDENT.NS,11233,42.67,479240.16
2021-12-03,SELL,GOLDBEES.NS,13191,40.92,539721.72
2021-12-03,BUY,IDEA.NS,36495,14.45,527405.48
2021-12-10,SELL,OLECTRA.NS,934,774.72,723514.21
2021-12-10,BUY,TRIDENT.NS,10620,52.27,555181.07
2021-12-17,SELL,IDEA.NS,36495,14.05,512703.48
2021-12-17,BUY,GOLDBEES.NS,14665,42.14,618044.89
2021-12-17,BUY,OLECTRA.NS,666,864.89,576071.87
2021-12-24,SELL,TTML.NS,5991,161.8,969246.88
2021-12-24,SELL,OLECTRA.NS,666,794.94,529376.04
2021-12-24,SELL,GOLDBEES.NS,648,41.71,27025.38
2021-12-24,BUY,PGEL.NS,7789,70.06,545722.83
2021-12-24,BUY,UNOMINDA.NS,930,586.44,545446.24
2021-12-31,SELL,GOLDBEES.NS,14017,41.48,581367.01
2022-01-14,SELL,CGPOWER.NS,3035,185.57,563137.58
2022-01-14,BUY,KPITTECH.NS,919,668.7,614599.68
2022-01-21,SELL,PGEL.NS,7789,75.28,586275.94
2022-01-21,SELL,UNOMINDA.NS,930,544.42,506256.38
2022-01-21,BUY,GOLDBEES.NS,15648,41.84,654777.79
2022-01-21,BUY,JPPOWER.NS,63653,9.6,611129.93
2022-01-21,BUY,ELGIEQUIP.NS,1673,365.22,611075.29
2022-01-28,SELL,TRIDENT.NS,10620,57.72,612911.02
2022-01-28,SELL,KPITTECH.NS,919,625.24,574536.02
2022-01-28,SELL,JPPOWER.NS,63653,9.1,579184.4
2022-01-28,SELL,ELGIEQUIP.NS,1673,308.58,516198.4
2022-01-28,SELL,GOLDBEES.NS,15648,41.43,648231.82
2022-01-28,BUY,ADANIGREEN.NS,294,1938.4,569946.6
2022-01-28,BUY,GMDCLTD.NS,5340,106.95,571158.52
2022-01-28,BUY,POONAWALLA.NS,2090,273.17,570992.56
2022-01-28,BUY,GRAVITA.NS,1770,322.52,570923.35
2022-02-04,BUY,GOLDBEES.NS,15176,41.6,631384.71
2022-02-11,SELL,JBMA.NS,2850,283.65,808312.16
2022-02-11,SELL,POONAWALLA.NS,2090,251.07,524691.46
2022-02-11,SELL,GOLDBEES.NS,419,42.19,17675.84
2022-02-11,BUY,ELGIEQUIP.NS,1494,388.9,581081.08
2022-02-11,BUY,BSE.NS,2410,241.05,580977.16
2022-02-18,SELL,GOLDBEES.NS,152,43.18,6562.7
2022-02-25,SELL,ELGIEQUIP.NS,1494,323.43,483154.68
2022-02-25,SELL,BSE.NS,2410,207.22,499347.58
