,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
63,63,FORCEMOT.NS,0.963702636203594,2024-04-30,9478.3994140625,0.0,2024-06-28,8924.30078125,0.0,-533.9863131582133,-0.0584590929973281,Long,Closed,63
64,64,FORCEMOT.NS,0.9669463588579368,2025-04-30,8894.36328125,0.0,2025-10-30,17098.0,0.0,7932.476654588585,0.9223410894452553,Long,Open,64
65,65,GMDCLTD.NS,84.55145258301486,2022-02-28,118.27117919921878,0.0,2022-08-30,148.2736358642578,0.0,2536.751292088007,0.2536751292088007,Long,Closed,65
66,66,GMDCLTD.NS,31.851936426361487,2023-11-30,393.5946350097656,0.0,2024-02-29,372.8439025878906,0.0,-660.9510099020008,-0.05272107538091862,Long,Closed,66
67,67,GMDCLTD.NS,19.82438949033127,2025-09-30,599.0499877929688,0.0,2025-10-30,595.0999755859375,0.0,-78.30658048375153,-0.0065937939863483,Long,Open,67
68,68,GODFRYPHLP.NS,4.688463289767406,2024-08-30,2132.89501953125,0.0,2024-11-29,1870.314697265625,0.0,-1231.0982015576774,-0.12310982015576774,Long,Closed,68
69,69,GODFRYPHLP.NS,2.9631098326308303,2025-06-30,2959.357666015625,0.0,2025-10-30,3127.857666015625,0.0,499.2840067982961,0.05693803149751172,Long,Closed,69
70,70,GPIL.NS,24.201374222685583,2021-07-30,413.1996765136719,0.0,2021-08-31,283.6082763671875,0.0,-3136.2899709868598,-0.31362899709868597,Long,Closed,70
71,71,GRAVITA.NS,34.91625766936537,2021-12-31,286.3995361328125,0.0,2022-04-29,305.8844299316406,0.0,680.3395725401024,0.06803395725401024,Long,Closed,71
72,72,GRAVITA.NS,4.705903393426924,2024-08-30,2269.56201171875,0.0,2024-12-31,2172.237548828125,0.0,-457.99952018044496,-0.042882486747705444,Long,Closed,72
73,73,GRSE.NS,20.60074612321469,2023-01-31,485.41931152343756,0.0,2023-02-28,403.78656005859375,0.0,-1681.695588266728,-0.1681695588266728,Long,Closed,73
74,74,GRSE.NS,4.0063909448827735,2024-06-28,2076.2587890625,0.0,2024-10-31,1598.2462158203125,0.0,-1915.1052449776134,-0.23022783853357032,Long,Closed,74
75,75,GRSE.NS,2.141158275803611,2025-05-30,2990.530517578125,0.0,2025-10-30,2547.128662109375,0.0,-949.3935523435912,-0.1482686275436635,Long,Closed,75
76,76,GVT&D.NS,45.73763309144553,2023-06-30,218.63833618164065,0.0,2023-11-30,424.6648254394531,0.0,9423.16397279247,0.942316397279247,Long,Closed,76
77,77,GVT&D.NS,17.04158937588035,2024-04-30,1139.750732421875,0.0,2024-09-30,1677.9256591796875,0.0,9171.356114201124,0.4721865153920418,Long,Closed,77
78,78,GVT&D.NS,10.505687806341559,2025-07-31,2721.813232421875,0.0,2025-10-30,3063.60009765625,0.0,3590.706102460481,0.12557322492339143,Long,Open,78
79,79,HAL.NS,2.0374946774431035,2024-05-31,4907.98828125,0.0,2024-06-28,5194.54248046875,0.0,583.8526557071746,0.05838526557071746,Long,Closed,79
