,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
157,157,PGEL.NS,121.51957547314973,2022-01-31,75.5670394897461,0.0,2022-04-29,78.81954193115234,0.0,395.2427159050694,0.04304128444581426,Long,Closed,157
158,158,PGEL.NS,18.252809598828378,2024-08-30,524.74755859375,0.0,2025-05-30,771.110107421875,0.0,4496.808696041826,0.46948774661923576,Long,Closed,158
159,159,PNBHOUSING.NS,20.320354405634284,2023-02-28,492.1174011230469,0.0,2023-03-31,422.8567199707031,0.0,-1407.4015873912595,-0.14074015873912596,Long,Closed,159
160,160,POONAWALLA.NS,68.79299037049292,2021-06-30,145.3636474609375,0.0,2021-08-31,171.0247802734375,0.0,1765.3060624662521,0.1765306062466252,Long,Closed,160
161,161,POONAWALLA.NS,38.824434656501964,2022-04-29,303.0386962890625,0.0,2022-05-31,256.5618896484375,0.0,-1804.4357424618229,-0.1533692139313183,Long,Closed,161
162,162,POWERINDIA.NS,0.7749944997338606,2024-06-28,12903.317382812498,0.0,2024-07-31,11599.6533203125,0.0,-1010.3324779381983,-0.10103324779381982,Long,Closed,162
163,163,POWERINDIA.NS,0.465969268719812,2025-05-30,19292.404296875,0.0,2025-06-30,20001.19921875,0.0,330.27665141841135,0.03673958470742882,Long,Closed,163
164,164,POWERINDIA.NS,0.4639286937938791,2025-07-31,20089.173828125,0.0,2025-09-30,18001.0,0.0,-968.7637564965953,-0.10394523169497095,Long,Closed,164
165,165,PRAJIND.NS,31.07185280620041,2021-05-31,321.8346862792969,0.0,2021-09-30,337.9251403808594,0.0,499.9602214286733,0.04999602214286733,Long,Closed,165
166,166,PTCIL.NS,0.7276802385426782,2024-06-28,13742.2998046875,0.0,2024-07-31,13912.75,0.0,124.03323878464471,0.01240332387846447,Long,Closed,166
167,167,RAILTEL.NS,30.028554985759165,2023-12-29,333.016357421875,0.0,2024-03-28,358.38671875,0.0,761.8352901501803,0.07618352901501803,Long,Closed,167
168,168,RBLBANK.NS,37.61332610023686,2025-07-31,265.8632202148437,0.0,2025-10-30,324.95001220703125,0.0,2222.4507754190145,0.22224507754190145,Long,Open,168
169,169,RECLTD.NS,31.157260013363164,2023-11-30,320.9524841308594,0.0,2024-02-29,406.8743286132813,0.0,2677.089249366574,0.26770892493665743,Long,Closed,169
170,170,REDINGTON.NS,42.0767646707212,2025-03-28,237.66085815429688,0.0,2025-05-30,253.0386505126953,0.0,647.0477502195463,0.06470477502195462,Long,Closed,170
171,171,REDINGTON.NS,33.45319756148488,2025-06-30,318.2669677734375,0.0,2025-07-31,250.1999969482422,0.0,-2277.0578224270866,-0.21386753171837075,Long,Closed,171
172,172,RELINFRA.NS,157.85320032935863,2021-05-31,63.349998474121094,0.0,2021-07-30,76.55000305175781,0.0,2083.66296694214,0.208366296694214,Long,Closed,172
173,173,RELINFRA.NS,117.94693340056236,2021-09-30,102.4499969482422,0.0,2021-11-30,84.19999694824219,0.0,-2152.531534560265,-0.17813568124574886,Long,Closed,173
174,174,RKFORGE.NS,25.907663625736728,2023-05-31,385.9861755371094,0.0,2023-06-30,442.1070251464844,0.0,1453.9600940702458,0.14539600940702457,Long,Closed,174
175,175,RKFORGE.NS,16.151882640681492,2023-08-31,709.140869140625,0.0,2023-09-29,639.996337890625,0.0,-1116.8143539949342,-0.0975046485951276,Long,Closed,175
176,176,RPOWER.NS,666.6666666666666,2021-06-30,15.0,0.0,2021-11-30,12.899999618530272,0.0,-1400.0002543131523,-0.14000002543131523,Long,Closed,176
177,177,RPOWER.NS,148.02065355505064,2025-05-30,58.09999847412108,0.0,2025-07-31,52.72999954223633,0.0,-794.870751487505,-0.09242683430149588,Long,Closed,177
178,178,RVNL.NS,139.7731288633772,2022-11-30,71.54450988769531,0.0,2023-07-31,122.7083740234375,0.0,7151.333374993417,0.7151333374993417,Long,Closed,178
179,179,RVNL.NS,41.546037299205395,2024-06-28,412.8271789550781,0.0,2024-10-31,469.3468627929688,0.0,2348.1688928682997,0.13690882461021495,Long,Closed,179
180,180,SARDAEN.NS,22.427514223381955,2024-11-29,445.8808898925782,0.0,2025-03-28,512.6134643554688,0.0,1496.6457629293745,0.14966457629293745,Long,Closed,180
181,181,SAREGAMA.NS,41.615897760630865,2021-05-31,240.29278564453125,0.0,2021-11-30,396.396240234375,0.0,6496.385406292222,0.6496385406292222,Long,Closed,181
182,182,SBICARD.NS,11.921793211170366,2025-02-28,838.7999877929688,0.0,2025-03-28,881.0999755859375,0.0,504.29170730280384,0.05042917073028039,Long,Closed,182
183,183,SCHNEIDER.NS,12.38543435424973,2024-04-30,807.4000244140625,0.0,2024-05-31,685.4500122070312,0.0,-1510.4038706901392,-0.15104038706901393,Long,Closed,183
184,184,SOBHA.NS,6.412107863050776,2024-02-29,1559.549560546875,0.0,2024-06-28,1949.6488037109373,0.0,2501.35842446244,0.250135842446244,Long,Closed,184
185,185,SOLARINDS.NS,0.6213353953901768,2025-05-30,16094.3671875,0.0,2025-08-29,13795.0,0.0,-1428.678220592512,-0.1428678220592512,Long,Closed,185
186,186,SUZLON.NS,407.33198821872276,2023-08-31,24.549999237060547,0.0,2024-02-29,45.25,0.0,8431.772466897204,0.8431772466897204,Long,Closed,186
187,187,SWANCORP.NS,31.06713641552295,2022-04-29,321.883544921875,0.0,2022-06-30,184.140380859375,0.0,-4279.285668235446,-0.4279285668235446,Long,Closed,187
188,188,SWANCORP.NS,8.955257110254648,2024-01-31,638.8107299804688,0.0,2024-04-30,620.167724609375,0.0,-166.95290640600342,-0.029183926468586096,Long,Closed,188
189,189,SYRMA.NS,13.251997687694642,2025-07-31,754.6032104492188,0.0,2025-10-30,823.1500244140625,0.0,908.3822201609437,0.09083822201609437,Long,Open,189
190,190,TARIL.NS,335.42824572642286,2022-09-30,29.81263542175293,0.0,2023-03-31,28.43820571899414,0.0,-461.022544070669,-0.0461022544070669,Long,Closed,190
191,191,TARIL.NS,111.15822797885122,2023-09-29,85.81440734863281,0.0,2023-11-30,92.08680725097656,0.0,697.2288583192512,0.07309262041350784,Long,Closed,191
192,192,TARIL.NS,58.88701723278209,2024-01-31,173.82789611816406,0.0,2024-09-30,315.9939270019531,0.0,8371.733510569917,0.8178550972460022,Long,Closed,192
193,193,TARIL.NS,34.71774862125147,2025-03-28,535.9777221679688,0.0,2025-04-30,494.7448120117188,0.0,-1431.5138097273339,-0.07693026864897962,Long,Closed,193
194,194,TATAELXSI.NS,1.259616879653448,2022-06-30,7938.921875,0.0,2022-07-29,8443.6953125,0.0,635.821142275694,0.0635821142275694,Long,Closed,194
195,195,TATAINVEST.NS,44.696852410224025,2022-09-30,223.72940063476562,0.0,2022-11-30,227.95584106445312,0.0,188.9085841063461,0.01889085841063461,Long,Closed,195
196,196,TATAINVEST.NS,14.107727791251394,2024-02-29,722.2218017578125,0.0,2024-04-30,657.660888671875,0.0,-910.8077877710457,-0.0893920855460233,Long,Closed,196
197,197,TATAINVEST.NS,8.98126940399473,2025-09-30,1033.050048828125,0.0,2025-10-30,802.0,0.0,-2075.1227343315268,-0.2236581364961207,Long,Closed,197
198,198,TECHNOE.NS,6.1800915803268195,2024-08-30,1618.0989990234375,0.0,2024-10-31,1554.831787109375,0.0,-390.99716366084976,-0.039099716366084974,Long,Closed,198
199,199,TEJASNET.NS,20.36101658191298,2021-09-30,491.13461303710943,0.0,2022-01-31,409.3286437988281,0.0,-1665.6526961601085,-0.16656526961601084,Long,Closed,199
200,200,TITAGARH.NS,58.430490131028165,2022-08-30,171.14352416992188,0.0,2022-09-30,148.84646606445312,0.0,-1302.828033582553,-0.1302828033582553,Long,Closed,200
201,201,TITAGARH.NS,38.98850198039416,2022-12-30,223.07017517089847,0.0,2023-02-28,207.6069183349609,0.0,-602.8892197712948,-0.06932014476651058,Long,Closed,201
202,202,TITAGARH.NS,30.920381671900955,2023-03-31,261.7782287597656,0.0,2023-12-29,1041.6923828125,0.0,24115.243314628304,2.979293418508317,Long,Closed,202
203,203,TRIDENT.NS,275.74576657710196,2021-10-29,36.26528930664063,0.0,2022-04-29,49.83491134643555,0.0,3741.7658315247863,0.37417658315247865,Long,Closed,203
204,204,TRITURBINE.NS,31.937282537641657,2023-02-28,313.1136779785156,0.0,2023-03-31,328.4957580566406,0.0,491.2618374717076,0.04912618374717076,Long,Closed,204
205,205,TRIVENI.NS,33.51455686285419,2022-03-31,298.3778076171875,0.0,2022-04-29,307.2001647949219,0.0,295.67739129758775,0.029567739129758776,Long,Closed,205
206,206,TTML.NS,224.21525430774278,2021-06-30,44.59999847412109,0.0,2022-05-31,125.4000015258789,0.0,18116.59323231627,1.8116593232316272,Long,Closed,206
207,207,TVSMOTOR.NS,8.839850546960356,2022-10-31,1131.2408447265625,0.0,2022-11-30,1034.60595703125,0.0,-854.2379648488604,-0.08542379648488606,Long,Closed,207
208,208,UCOBANK.NS,323.34108596740344,2022-12-30,30.92709350585937,0.0,2023-05-31,25.821666717529297,0.0,-1650.79424206572,-0.165079424206572,Long,Closed,208
209,209,UNIONBANK.NS,134.34575068732377,2022-11-30,74.43480682373047,0.0,2023-05-31,64.81707000732422,0.0,-1292.1020725132094,-0.12921020725132093,Long,Closed,209
210,210,USHAMART.NS,70.6264128300052,2022-07-29,141.590087890625,0.0,2022-08-30,139.00152587890625,0.0,-182.82084927571668,-0.01828208492757167,Long,Closed,210
211,211,WOCKPHARMA.NS,16.5521800809303,2024-02-29,604.1500244140625,0.0,2024-05-31,529.3499755859375,0.0,-1238.1038782655032,-0.12381038782655035,Long,Closed,211
212,212,WOCKPHARMA.NS,7.251124507604503,2024-10-31,1208.3499755859375,0.0,2025-02-28,1155.5,0.0,-383.2217531974911,-0.04373730844022252,Long,Closed,212
213,213,WOCKPHARMA.NS,5.88224812196534,2025-03-28,1424.4000244140625,0.0,2025-04-30,1296.699951171875,0.0,-751.163516003694,-0.0896518330900183,Long,Closed,213
214,214,ZENTEC.NS,47.78267631545811,2021-10-29,209.28086853027344,0.0,2022-03-31,204.4440155029297,0.0,-231.11778259101084,-0.023111778259101084,Long,Closed,214
215,215,ZENTEC.NS,26.291233597999785,2023-05-31,371.5642395019531,0.0,2023-11-30,770.8523559570312,0.0,10497.777142625799,1.07461395367403,Long,Closed,215
216,216,ZENTEC.NS,11.909420934350385,2024-07-31,1701.7333984375002,0.0,2024-09-30,1713.88525390625,0.0,144.7215619107301,0.007140869116106843,Long,Closed,216
217,217,ZENTEC.NS,10.772709500687665,2024-11-29,1894.73046875,0.0,2025-01-31,1738.6502685546875,0.0,-1681.4066555132777,-0.082375938303395,Long,Closed,217
